"Participant_ID","Progress","Duration_Seconds","Finished","Age","Uni","Full_Part","PTY","PTY_Other","Course_Duration","Current_Year","Course_Name","Gender","Perception_1","Perception_2","Perception_3","Perception_4","Perception_5","Perception_6","Perception_7","Perception_8","Perception_9","Perception_10","Perception_11","Perception_12","Perception_13","Perception_14","Perception_15","Perception_16","Awareness_1","Awareness_2","Awareness_3","Awareness_4","Awareness_5","Awareness_6","Awareness_7","Awareness_8","Experience_1","Experience_2","Experience_3","Experience_4","Experience_5","Experience_6","Experience_7","Experience_8","Knowledge_1","Knowledge_2","Knowledge_3","Knowledge_4","Knowledge_5","Knowledge_6","Knowledge_7","Knowledge_8","crisis_aware","crisis_learnt","understanding_crisis","os_explain","os_learnt","applicability","comments","include","exclude","UKRN","timepoint","ID","crisis_explain","Perception_Score_Total","Perception_Score_Mean","Knowledge_Score_Total","Knowledge_Score_Mean","Awareness_Score_Total","Experience_Score_Total","Perception_Completed","Awareness_Completed","Experience_Completed","Knowledge_Completed","crisis_aware_Completed","crisis_learnt_Completed","os_explain_Completed","os_learnt_Completed","applicability_Completed","crisis_explain_Completed"
"NO4337","98",2244,"FALSE","19","UNI79","Full-time","No","","3","Year 1","Psychology ","female ",1,2,0,1,2,0,1,0,1,-2,1,2,-1,-2,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2,-1,-2,-2,1,1,0,1,1,"replication of previous study",0,0,1,"no",1,0,"Non-UKRN",2,700,0,8,0.5,0,0,4,1,1,1,1,1,1,1,1,1,1,1
"NP3781","100",1489,"TRUE","20","UNI58","Full-time","No","","3","Year 2","BSC (hons) psychology with criminology","Female",2,-2,-1,1,1,2,1,0,-1,-1,1,2,-1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,-1,1,-2,0,0,NA,"",0,0,1,"",1,0,"Non-UKRN",2,475,NA,5,0.3125,0,0,5,1,1,1,1,1,1,0,1,1,1,1
"NP4894","100",939,"TRUE","20","UNI06","Full-time","Yes","","3","Year 1","Psychology","Female",1,1,1,1,1,0,2,1,-1,0,1,-1,0,-1,-1,-1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,-1,1,1,1,1,1,"When studies are found to be difficult to replicate.",1,1,1,"",1,0,"Non-UKRN",2,615,0,4,0.25,5,0.625,5,2,1,1,1,1,1,1,1,1,1,1
"NP8808","100",1008,"TRUE","19","UKRN01","Full-time","Yes","","3","Year 2","Psychology","Female",1,2,0,1,-1,0,0,-1,-2,-1,0,2,0,2,0,-1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,0,"problems when it comes to replicating studies",0,0,1,"",1,0,"UKRN",2,135,0,2,0.125,-2,-0.25,4,4,1,1,1,1,1,1,1,1,1,1
"NP9733","100",643,"TRUE","24","UNI75","Full-time","No","","3","Year 2","Applied Psychology","Female ",2,2,2,2,1,2,2,1,2,-2,2,2,-2,-2,-1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,2,1,2,1,-1,2,-1,2,0,NA,"",0,0,1,"",1,0,"Non-UKRN",2,436,NA,13,0.8125,8,1,8,2,1,1,1,1,1,0,1,1,1,1
"NR8116","100",685,"TRUE","21","UNI73","Full-time","No","","3","Year 2","Psychology, clinical and cognitive neuroscience ","Female ",1,1,1,1,-1,1,1,-1,2,-1,1,1,1,-1,-1,-1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,-1,1,-1,-1,1,1,1,0,NA,"",1,0,1,"",1,0,"Non-UKRN",2,244,NA,5,0.3125,2,0.25,3,5,1,1,1,1,1,0,1,1,1,1
"NS2177","100",848,"TRUE","20","UKRN04","Full-time","No","","3","Year 2","Psychology","Male",1,1,0,1,0,0,2,2,1,1,1,2,1,2,-1,-1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,-2,-1,-1,1,1,1,1,"Its an issue where studies have not been able to be replicated because the original study is not available to everybody.",1,0,1,"",1,0,"UKRN",2,378,1,13,0.8125,0,0,5,3,1,1,1,1,1,1,1,1,1,1
"Ns5972","100",1585,"TRUE","37","UKRN08","Full-time","Yes","","4","Year 2","Psychology Bsc","Female",2,1,1,1,0,-1,2,1,2,0,0,2,2,2,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,"Not being able to get the same or similar results from previous studies. ",1,1,1,"",1,0,"UKRN",2,108,1,17,1.0625,7,0.875,4,2,1,1,1,1,1,1,1,1,1,1
"NT7215","100",2814,"TRUE","30","UNI19","Full-time","Yes","","3","Year 1","Psychology","Female",1,2,1,0,0,1,2,0,0,1,-2,2,1,1,-1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,-1,2,1,2,-1,-1,1,1,1,1,"it is good to avoid ' replication crisis so that study become more reliable.",0,0,0,"It's applicable for year 2 and 3 student but not sure for year 1.",1,0,"Non-UKRN",2,474,0,10,0.625,4,0.5,3,0,1,1,1,1,1,1,1,1,1,1
"ny5876","100",2070,"TRUE","19","UKRN01","Full-time","Yes","","4","Year 2","BSc Hons Psychology","male",1,0,1,1,1,0,1,1,1,1,1,0,1,-1,-1,-1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,-1,-1,0,1,0,1,1,"replication crisis when they found many methodological studies were difficult to replicate and reproduce ",0,0,1,"",1,0,"UKRN",2,391,0,7,0.4375,1,0.125,6,2,1,1,1,1,1,1,1,1,1,1
"OC2527","100",721,"TRUE","21","UNI73","Full-time","No","","3","Final Year","BSc Psychology","Female",2,2,1,0,-1,1,1,1,1,-2,1,2,0,1,-1,-1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,-1,1,-1,-1,-1,1,1,0,NA,"",0,0,1,"",1,0,"Non-UKRN",2,293,NA,8,0.5,0,0,8,0,1,1,1,1,1,0,1,1,1,1
"OD2163","100",2076,"TRUE","22","UKRN08","Full-time","Yes","","3","Year 2","Psychology Bsc","Female",1,2,0,2,1,0,1,0,-1,2,1,2,2,2,-2,-1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,-2,1,2,2,1,1,"The inability to replicate or reproduce results from a previous study when following the same or similar procedures.",1,1,1,"",1,0,"UKRN",2,44,1,12,0.75,5,0.625,5,3,1,1,1,1,1,1,1,1,1,1
"OE2492","100",886,"TRUE","24","UNI74","Full-time","No","","2","Year 1","Psychology with English Literature","Male",2,2,2,1,2,1,2,2,2,1,1,2,0,-1,-2,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,2,2,2,-1,-2,2,0,2,0,NA,"",0,0,1,"",1,0,"Non-UKRN",2,389,NA,17,1.0625,7,0.875,4,2,1,1,1,1,1,0,1,1,1,1
"OG5969","100",1989,"TRUE","19","UKRN08","Full-time","Yes","","4","Year 1","Single Hons Psychology","Woman",1,1,1,-1,1,0,1,-1,-1,-1,2,2,0,-1,-1,-1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,1,1,-1,-1,1,1,1,1,1,"The replication crisis is a crisis in psychology where research studies are being replicated but have coming out with different outcomes therefore there is something wrong with the original study ",0,0,1,"",1,0,"UKRN",2,172,1,2,0.125,5,0.625,8,0,1,1,1,1,1,1,1,1,1,1
"OM6519","100",809,"TRUE","21","UNI62","Full-time","No","","3","Final Year","Psychological and Behavioural Science","Female",2,2,1,1,-1,1,1,1,1,2,-1,2,1,-1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,-1,-1,1,1,"Many important and widely cited studies have not produced significant results upon replication of the study (sometimes with larger sample sizes)",0,0,1,"",1,0,"Non-UKRN",2,366,1,13,0.8125,4,0.5,7,2,1,1,1,1,1,1,1,1,1,1
"OM7160","100",759,"TRUE","21","UNI06","Full-time","No","","3","Year 2","Psychology","Female",1,1,0,1,1,1,-1,-1,0,1,0,1,0,-1,-1,-1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,-1,-1,0,0,0,0,NA,"",0,0,0,"",1,0,"Non-UKRN",2,522,NA,2,0.125,0,0,5,3,1,1,1,1,1,0,1,1,1,1
"OP7346","100",502,"TRUE","20","UNI50","Full-time","No","","3","Final Year","BsC Psychology ","Female ",2,1,-1,-1,1,1,2,1,-1,-1,2,0,0,-1,-1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,"A study becomes over replicated and interferes with results? ",0,0,1,"N/A",1,0,"Non-UKRN",2,296,0,4,0.25,5,0.625,2,0,1,1,1,1,1,1,1,1,1,1
"os1914","100",642,"TRUE","22","UKRN08","Full-time","No","","3","Year 2","psychology bsc","female",2,1,1,0,2,2,0,0,1,0,2,2,1,-1,-1,-1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,-1,-1,0,0,1,1,1,1,"many psychology studies cannot be replicated",0,1,1,"",1,0,"UKRN",2,164,0,11,0.6875,2,0.25,7,1,1,1,1,1,1,1,1,1,1,1
"OW5710","100",390,"TRUE","20","UNI73","Full-time","No","","3","Year 2","Psychology with criminology","female",1,1,0,-2,1,1,2,1,1,0,-1,1,-1,0,-1,-1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,-1,-1,0,-1,1,0,1,1,0,"certain studies are impossible / very hard to replicate",0,0,1,"",1,0,"Non-UKRN",2,250,0,3,0.1875,-1,-0.125,5,3,1,1,1,1,1,1,1,1,1,1
"par9723","100",837,"TRUE","20","UKRN01","Full-time","Yes","","4","Placement Year","psychology","female",1,0,0,0,0,1,-1,0,0,0,1,1,0,-1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,-1,0,0,-1,-1,1,1,1,0,"Its a problem when lots of studies can't be replicated / reproduced.",0,0,0,"",1,0,"UKRN",2,79,0,2,0.125,0,0,8,2,1,1,1,1,1,1,1,1,1,1
"PF7051","98",893,"FALSE","20","UNI11","Full-time","No","","3","Year 1","Psychology","Female",1,1,1,1,1,0,2,2,0,-1,1,2,1,1,-1,-1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,2,1,2,0,-1,-1,2,1,1,1,"When studies are impossible to replicate",0,0,1,"",1,0,"Non-UKRN",2,703,0,11,0.6875,6,0.75,6,2,1,1,1,1,1,1,1,1,1,1
"PH0046","100",787,"TRUE","20","UKRN08","Full-time","No","","3","Year 2","Psychology","Female",1,1,1,2,1,1,2,2,2,1,1,2,1,-1,-1,-1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,2,2,0,1,1,1,1,1,"The crisis in which traditional studies were repeated and the results were not replicable. ",0,1,1,"",1,0,"UKRN",2,48,1,15,0.9375,9,1.125,6,1,1,1,1,1,1,1,1,1,1,1
"PH5944","100",2300,"TRUE","28","UNI11","Full-time","No","","3","Year 1","Psychology ","Female ",1,1,1,1,1,0,1,1,1,1,0,1,1,-1,-1,-1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,2,1,1,-1,1,1,-1,1,1,1,"Many iconic studies have failed to replicate the same findings ",0,0,1,"",1,0,"Non-UKRN",2,689,1,8,0.5,5,0.625,6,2,1,1,1,1,1,1,1,1,1,1
"pk1250","100",1115,"TRUE","48","UNI72","Full-time","No","","4","Year 1","BA hons psychology ","Male",2,1,1,0,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,-1,-1,0,1,1,1,0,"The methodology of scientific studies being difficult or impossible ro replicate ",1,0,1,"",1,0,"Non-UKRN",2,236,0,10,0.625,3,0.375,8,0,1,1,1,1,1,1,1,1,1,1
"PL1192","100",820,"TRUE","20","UKRN08","Full-time","Yes","","3","Year 2","Psychology with Criminology","Male",2,2,1,0,1,1,1,0,1,0,1,2,2,-1,0,-1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,-1,0,0,1,-1,1,2,0,1,1,"many studies are difficult to replicate and so the results may not be reliable",0,0,0,"",1,0,"UKRN",2,94,1,12,0.75,2,0.25,3,1,1,1,1,1,1,1,1,1,1,1
"PP3775","100",1409,"TRUE","25","UKRN08","Full-time","Yes","","3","Year 2","Psychology with Criminology","Female",2,2,1,2,1,1,1,0,2,0,2,2,0,2,-1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,-2,2,0,0,-1,-2,2,1,1,1,"It is a problem encountered by several different study fields. In psychology most notably social psychology where famous studies were found to not be replicable. For a study to be scientifically valid it needs to be able to be questioned and reproduced because if it can't how can science go forward.",0,0,1,"",1,0,"UKRN",2,83,0,17,1.0625,0,0,4,0,1,1,1,1,1,1,1,1,1,1
"PV8764","100",1027,"TRUE","19","UNI73","Full-time","No","","3","Year 1","Clinical and cognitive neuroscience and psychology ","Female ",2,1,0,1,1,1,1,1,1,-1,1,0,0,-1,-1,-1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,-1,-2,-2,1,1,1,1,"When previously done research study is replicated and results show different results/do not confirm theory",0,0,1,"",1,0,"Non-UKRN",2,259,1,6,0.375,0,0,3,1,1,1,1,1,1,1,1,1,1,1
"RA0779","100",969,"TRUE","18","UKRN04","Full-time","No","","3","Year 1","Bsc Psychology ","Male ",2,1,1,1,2,2,2,1,2,-1,2,2,2,2,-1,-1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,-2,1,-2,-2,-2,-1,2,2,1,1,"The studies that have purposely or accidentally used QRP's and as a result lots of replication studies are showing different results to the original findings.",1,1,1,"",1,0,"UKRN",2,361,1,19,1.1875,-4,-0.5,6,4,1,1,1,1,1,1,1,1,1,1
"RA4789","100",1125,"TRUE","18","UNI50","Full-time","No","","3","Year 1","BSc Psychology","Female",1,1,0,1,1,2,1,1,1,-2,1,1,1,-2,-1,-1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,-1,0,1,-2,-1,1,1,1,1,0,"Studies being replicated with modern techniques and perspectives and seeming to not be reproducible but their findings may still be relevant",0,0,1,"",1,0,"Non-UKRN",2,297,0,6,0.375,0,0,5,1,1,1,1,1,1,1,1,1,1,1
"RA6452","100",1342,"TRUE","19","UKRN08","Full-time","Yes","","4","Year 1","Psychology BSc","Female ",2,2,2,0,1,0,2,1,2,-2,1,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2,-1,-1,-2,-1,1,1,1,1,"The replication crisis refers to psychological research not being able to produce consistent results. Due to researchers manipulation of method analysis ect.",1,1,1,"",1,0,"UKRN",2,105,1,14,0.875,0,0,3,1,1,1,1,1,1,1,1,1,1,1
"RA9741","100",1509,"TRUE","20","UNI19","Full-time","No","","3","Year 1","BSc Psychology","Female",2,0,1,1,-1,0,-1,-2,-1,-2,-1,1,-1,1,-1,-1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,-1,-1,-1,-1,1,1,1,1,"the issue of the methododolgy being not easy to replicate by other researchers ",0,0,1,"",1,0,"Non-UKRN",2,473,0,-5,-0.3125,0,0,4,4,1,1,1,1,1,1,1,1,1,1
"RB2308","100",1230,"TRUE","20","UKRN08","Full-time","Yes","","3","Year 2","psychology","female",2,2,-1,0,0,2,-1,2,-1,1,2,2,1,1,-2,-2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,-1,0,-2,-2,2,1,1,1,"the current phenomenon in science and social sciences where research with significant results cannot be reproduced with similar and/or similar results.",1,1,1,"no",1,0,"UKRN",2,100,1,8,0.5,1,0.125,4,0,1,1,1,1,1,1,1,1,1,1
"RB5437","98",947,"FALSE","21","UKRN01","Full-time","Yes","","3","Placement Year","Psychology BSc","Female",1,1,1,-1,1,1,2,1,1,-1,1,2,2,2,-1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,2,1,2,1,1,1,1,1,1,0,"Studies which have had a significant p value, no longer have a significant p value when replicated. This leads us to question the validity of the original findings. ",1,0,1,"None",1,0,"UKRN",2,133,1,14,0.875,10,1.25,7,1,1,1,1,1,1,1,1,1,1,1
"RB6723","100",1142,"TRUE","23","UKRN08","Full-time","Yes","","4","Year 1","Psychology","Female",2,2,0,2,2,2,-1,1,2,-2,2,2,2,2,-2,-2,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,2,2,1,2,-2,-2,2,2,1,1,"The inability for researchers to replicate findings from studies before and/or get findings that do replicate or don't replicate published in scientific journals.",1,1,1,"",1,0,"UKRN",2,140,1,14,0.875,7,0.875,3,5,1,1,1,1,1,1,1,1,1,1
"RB8126","100",698,"TRUE","21","UNI09","Full-time","No","","3","Year 2","Psychology with neuropsychology ","Female ",2,2,1,1,1,1,2,-1,1,-1,1,1,-1,1,-1,-1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,-1,-1,-1,-2,-1,-1,1,0,NA,"",0,0,1,"",1,0,"Non-UKRN",2,199,NA,9,0.5625,-5,-0.625,7,3,1,1,1,1,1,0,1,1,1,1
"RB8285","100",696,"TRUE","19","UKRN01","Full-time","No","","3","Year 1","Psychology","female",2,0,0,1,2,1,2,2,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,NA,"",0,0,1,"",1,0,"UKRN",2,173,NA,16,1,4,0.5,4,1,1,1,1,1,1,0,1,1,1,1
"RD4245","100",1138,"TRUE","21","UNI10","Full-time","Yes","","4","Year 1","Forensic Psychology","Female",2,2,-1,-2,0,0,-2,-2,-2,-2,2,1,1,1,-2,-2,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,-2,-2,-2,2,0,0,NA,"",0,0,1,"",1,0,"Non-UKRN",2,345,NA,-6,-0.375,-2,-0.25,4,4,1,1,1,1,1,0,1,1,1,1
"RE7102","100",992,"TRUE","18","UKRN08","Full-time","No","","4","Year 1","PSYCHOLOGY ","female ",1,1,0,0,0,1,1,-1,0,0,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,1,0,NA,"",0,0,0,"",1,0,"UKRN",2,41,NA,-1,-0.0625,-4,-0.5,1,0,1,1,1,1,1,0,1,1,1,1
"RF2215","100",721,"TRUE","20","UKRN01","Full-time","Yes","","4","Year 2","Psychology","Female",2,-1,2,1,0,1,0,-1,1,-2,1,2,1,-1,-1,-2,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,2,1,1,-1,-1,1,0,1,1,0,"Replicating a study and not getting the same results as the previous study",0,0,0,"n/a",1,0,"UKRN",2,211,1,3,0.1875,4,0.5,6,2,1,1,1,1,1,1,1,1,1,1
"rf9283","100",3153,"TRUE","21","UNI80","Full-time","No","","3","Final Year","BSc Psychology ","Female",2,-1,2,2,2,2,2,2,2,1,0,2,-1,1,-2,-2,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,2,2,2,-1,-2,1,0,1,0,NA,"",1,1,0,"",1,0,"Non-UKRN",2,675,NA,14,0.875,5,0.625,4,1,1,1,1,1,1,0,1,1,1,1
"RG0354","100",802,"TRUE","19","UNI73","Full-time","No","","3","Year 1","Psychology","Female",1,2,1,0,0,0,-1,-1,2,0,-1,2,1,1,-2,-1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,-2,0,-1,-2,1,1,"not being able to replicate old/original studies due to ethical or sample problems ",0,0,1,"",1,0,"Non-UKRN",2,254,0,4,0.25,-8,-1,3,0,1,1,1,1,1,1,1,1,1,1
"RG3741","100",1515,"TRUE","20","UNI10","Full-time","No","","3","Year 2","Psychology","Female",1,2,0,1,0,0,2,2,-1,-1,2,2,1,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,2,-1,1,1,1,1,0,NA,"",0,0,1,"",1,0,"Non-UKRN",2,326,NA,11,0.6875,8,1,1,0,1,1,1,1,1,0,1,1,1,1
"RG4319","100",946,"TRUE","22","UNI58","Full-time","No","","3","Year 2","BSc Psychology and Criminology ","Female ",2,1,2,2,2,2,2,-1,2,-2,1,1,1,-1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,2,2,2,1,-1,-2,0,1,1,1,"The results of the study should be able to be replicated to be valid and reliable ",0,0,1,"",1,0,"Non-UKRN",2,720,0,15,0.9375,5,0.625,8,4,1,1,1,1,1,1,1,1,1,1
"RG6441","100",1211,"TRUE","18","UNI09","Full-time","No","","3","Year 1","Psychology with Forensics","Female",2,2,1,2,2,2,2,2,1,1,2,2,1,-1,0,-1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,2,-1,2,-2,-1,2,1,2,1,0,"A crisis in which many scientific studies have been found impossible to replicate or reproduce.",0,0,1,"",1,0,"Non-UKRN",2,223,0,20,1.25,5,0.625,6,5,1,1,1,1,1,1,1,1,1,1
"RG6622","100",851,"TRUE","18","UKRN01","Full-time","Yes","","4","Year 1","psychology","female",2,1,0,-1,2,0,2,2,0,-2,2,1,1,-1,-1,-1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,NA,"",0,0,0,"",1,0,"UKRN",2,38,NA,7,0.4375,7,0.875,7,1,1,1,1,1,1,0,1,1,1,1
"RI11","100",3423,"TRUE","21","UKRN08","Full-time","Yes","","4","Year 2","pscyhology","female",2,2,1,1,2,1,-1,1,0,1,2,2,2,2,1,-2,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,2,2,2,1,-1,-1,2,2,1,1,"in psychology, the replication/ reproducibility crisis represents the inability to replicate a study that shows the same effects as previous ones",1,1,1,"",1,0,"UKRN",2,51,1,17,1.0625,9,1.125,6,0,1,1,1,1,1,1,1,1,1,1
"RI8423","100",1503,"TRUE","19","UNI06","Full-time","No","","3","Year 1","Psychology ","Female",2,2,1,1,2,0,2,2,1,1,1,1,2,1,0,-2,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,2,2,1,0,-1,0,1,0,1,0,"Hard to reproduce a study because aspects are not available .",0,0,1,"Nope",1,0,"Non-UKRN",2,549,0,17,1.0625,5,0.625,6,2,1,1,1,1,1,1,1,1,1,1
"RJ9767","100",883,"TRUE","19","UNI10","Full-time","Yes","","4","Year 2","BSc Psychology with Professional Placement Year","Female",1,1,0,1,0,1,1,1,-2,1,1,2,0,1,-1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,-1,-1,-2,1,0,0,NA,"",0,0,1,"",1,0,"Non-UKRN",2,323,NA,8,0.5,0,0,3,1,1,1,1,1,1,0,1,1,1,1
"RL0647","100",517,"TRUE","20","UNI79","Full-time","No","","3","Year 2","PSYCHOLOGICAL COUNSELLING","Female ",2,2,0,1,2,2,2,2,2,-2,-1,2,0,-1,1,-1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,2,1,-1,-2,-2,-1,-1,-1,0,NA,"",0,0,1,"",1,0,"Non-UKRN",2,643,NA,13,0.8125,-5,-0.625,3,2,1,1,1,1,1,0,1,1,1,1
"RM0939","100",1282,"TRUE","71","UNI75","Full-time","No","","1","Year 1","Psychology & Counselling","Male",0,-1,0,-1,0,0,1,-1,1,-2,1,2,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,NA,"",0,0,0,"",1,0,"Non-UKRN",2,449,NA,0,0,0,0,6,2,1,1,1,1,1,0,1,1,1,1
"RM1418","100",1216,"TRUE","22","UKRN08","Full-time","Yes","","3","Year 2","Bsc Psychology ","Female ",2,2,1,0,1,1,1,1,1,0,2,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,"A current and ongoing crisis where many respected and published studies have been found to be impossible to replicate and unreliable. ",1,1,1,"",1,0,"UKRN",2,114,0,14,0.875,6,0.75,7,5,1,1,1,1,1,1,1,1,1,1
"RM6479","100",837,"TRUE","21","UNI06","Full-time","No","","3","Year 2","Psychology","Female",1,1,1,0,1,1,1,1,1,-2,1,1,0,-1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,NA,"",0,0,1,"",1,0,"Non-UKRN",2,600,NA,7,0.4375,5,0.625,6,0,1,1,1,1,1,0,1,1,1,1
"RM8615","71",289,"FALSE","25","UNI62","Full-time","No","","3","Year 2","Psychology","Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,NA,NA,"",1,0,"Non-UKRN",2,356,NA,0,0,0,0,8,0,1,1,1,1,1,0,0,0,0,1
"RN2396","100",731,"TRUE","19","UNI72","Full-time","No","","3","Year 2","Education studies and Psychology","Woman",2,1,1,1,1,1,1,2,2,-2,1,2,1,1,-2,-2,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,-1,-1,-1,1,1,1,0,"If a study cannot be falsified then it reduces the validity of the findings",0,0,0,"",1,0,"Non-UKRN",2,260,0,11,0.6875,2,0.25,3,2,1,1,1,1,1,1,1,1,1,1
"Rn4351","100",1363,"TRUE","21","UNI80","Full-time","Yes","","4","Placement Year","Psychology with a placement year","Female",1,1,1,1,1,1,1,-1,1,1,1,2,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,-1,-1,1,1,1,0,NA,"",1,0,1,"",1,0,"Non-UKRN",2,665,NA,10,0.625,4,0.5,0,2,1,1,1,1,1,0,1,1,1,1
"RN8108","98",451,"FALSE","22","UNI58","Full-time","No","","3","Year 2","Psychology with Criminology ","Female",0,1,-1,1,-1,0,1,-1,1,0,0,2,-1,1,-1,-1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,-1,-1,1,-1,-1,-1,1,1,1,0,"People copying others work",0,0,1,"",1,0,"Non-UKRN",2,432,0,1,0.0625,-2,-0.25,4,2,1,1,1,1,1,1,1,1,1,1
"ro1154","100",786,"TRUE","19","UNI06","Full-time","No","","3","Year 1","BSc Psychology ","male",1,0,0,-1,1,-1,1,-1,1,1,1,0,0,-1,0,-1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,-1,-1,-1,1,0,0,NA,"",0,1,1,"",1,0,"Non-UKRN",2,535,NA,1,0.0625,0,0,4,2,1,1,1,1,1,0,1,1,1,1
"RP0128","100",1108,"TRUE","19","UNI11","Full-time","No","","3","Year 2","Criminology with Psychology","Female",2,1,0,0,-1,1,1,0,1,-1,-1,2,-1,2,-1,-1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,-1,1,0,-1,1,0,0,0,NA,"",0,0,0,"",1,0,"Non-UKRN",2,664,NA,4,0.25,1,0.125,1,3,1,1,1,1,1,0,1,1,1,1
"RP0952","100",1593,"TRUE","20","UNI06","Full-time","Yes","","4","Year 2","Psychology and Marketing","Female",1,1,1,1,1,1,0,1,0,0,1,2,1,-1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,-1,0,-1,1,0,NA,"",0,1,1,"",1,0,"Non-UKRN",2,515,NA,12,0.75,1,0.125,3,5,1,1,1,1,1,0,1,1,1,1
