"Participant_ID","Progress","Duration_Seconds","Finished","Age","Uni","Full_Part","PTY","PTY_Other","Course_Duration","Current_Year","Course_Name","Gender","Perception_1","Perception_2","Perception_3","Perception_4","Perception_5","Perception_6","Perception_7","Perception_8","Perception_9","Perception_10","Perception_11","Perception_12","Perception_13","Perception_14","Perception_15","Perception_16","Awareness_1","Awareness_2","Awareness_3","Awareness_4","Awareness_5","Awareness_6","Awareness_7","Awareness_8","Experience_1","Experience_2","Experience_3","Experience_4","Experience_5","Experience_6","Experience_7","Experience_8","Knowledge_1","Knowledge_2","Knowledge_3","Knowledge_4","Knowledge_5","Knowledge_6","Knowledge_7","Knowledge_8","crisis_aware","crisis_learnt","understanding_crisis","os_explain","os_learnt","applicability","comments","include","exclude","UKRN","timepoint","ID","crisis_explain","Perception_Score_Total","Perception_Score_Mean","Knowledge_Score_Total","Knowledge_Score_Mean","Awareness_Score_Total","Experience_Score_Total","Perception_Completed","Awareness_Completed","Experience_Completed","Knowledge_Completed","crisis_aware_Completed","crisis_learnt_Completed","os_explain_Completed","os_learnt_Completed","applicability_Completed","crisis_explain_Completed"
"EA4839","100",1033,"TRUE","19","UNI06","Full-time","Yes","","3","Year 1","Psychology ","Male",1,1,2,-1,0,0,0,0,1,0,1,2,1,1,1,-1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,1,1,1,1,"Research needs to be replicated to further support its validity",0,1,1,"",1,0,"Non-UKRN",2,618,0,9,0.5625,1,0.125,5,1,1,1,1,1,1,1,1,1,1,1
"EA8353","100",2391,"TRUE","18","UNI06","Full-time","Yes","","4","Year 1","Psychology and Business","Female",1,1,1,1,1,1,1,-1,1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,-1,-1,1,1,1,1,"When there was a time were psychological studies were re-done or copied  with the same methods, sample size, number of participants... and results came to  reveal many differences which indicated that the studies examiners replicated from weren't totally honest or truthful with their hypothesis. 
",1,1,1,"",1,0,"Non-UKRN",2,596,1,8,0.5,4,0.5,8,0,1,1,1,1,1,1,1,1,1,1
"EAD2970","98",1072,"FALSE","27","UNI10","Full-time","No","","3","Final Year","English Literature and Psychology (Joint Hons) ","Female",2,2,2,2,2,2,2,1,2,2,1,2,1,-1,-2,-1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,2,2,2,1,-1,1,2,1,1,0,"The importance of being able to replicate studies and produce the same results increasing reliability",0,0,0,"I learned about biases during A Level. I would also note I chose the psychology modules with the least research/application elements as I am more interested in theory ",1,0,"Non-UKRN",2,453,0,19,1.1875,10,1.25,5,1,1,1,1,1,1,1,1,1,1,1
"EB0418","100",998,"TRUE","19","UNI19","Full-time","Other (Please specify)","its an option ","3","Year 1","Psychology ","Female ",2,1,1,0,0,0,1,1,1,1,1,2,1,0,-1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,-1,-1,1,0,1,1,"It's the problem that not enough studies are replicated to assess whether the same results and conclusion are reached. Therefore, some current published research may have concluded results that might not be able to be replicated under the same conditions, meaning they are falsely eluded. ",1,0,1,"",1,0,"Non-UKRN",2,482,1,11,0.6875,2,0.25,3,2,1,1,1,1,1,1,1,1,1,1
"EB2420","100",2051,"TRUE","21","UNI09","Full-time","No","","3","Final Year","BSc Psychology With Neuropsychology","Female",1,2,-2,2,2,1,2,2,2,1,-1,2,2,2,-1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,1,1,"The replication / reproducibility crisis surrounds the the fact that a number of studies, particularly in social science nature, are impossible to replicate due to a number of factors such as poor metholodgical design, inappropriate statistical analyses, and small sample size. If a study cant be replicated, then its findings cant been denied or further supported. ",0,0,1,"As part of the Academic Twitter universe, I see a lot of tweets and a push towards open access research. However, these people all tend to be postgrads / PHD students. I know its a key debate, but it doesn't get mentioned (I find) at undergraduate level when I think it should. I do have a rough idea of what it incorporates but wouldn't be confident in explaining it to another student. ",1,0,"Non-UKRN",2,200,1,18,1.125,12,1.5,5,0,1,1,1,1,1,1,1,1,1,1
"EB9574","100",2013,"TRUE","18","UKRN01","Full-time","No","","3","Year 1","Psychology","male",1,2,0,1,1,2,1,1,1,1,1,2,1,-1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,"some studies are difficult to replicate so it can't have its reliability tested",1,0,1,"",1,0,"UKRN",2,124,0,14,0.875,5,0.625,5,0,1,1,1,1,1,1,1,1,1,1
"ec0464","100",885,"TRUE","19","UNI06","Full-time","No","","3","Year 1","psychology","female",1,1,1,1,1,-1,1,1,1,1,2,0,0,-1,-1,-1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,-1,1,-1,1,1,0,NA,"",0,0,1,"",1,0,"Non-UKRN",2,582,NA,7,0.4375,3,0.375,5,2,1,1,1,1,1,0,1,1,1,1
"EC0595","100",950,"TRUE","19","UNI10","Full-time","Yes","","4","Year 1","forensic psychology","female ",1,1,0,1,1,1,2,1,2,1,1,2,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,-1,-1,1,1,1,0,NA,"",0,0,1,"",1,0,"Non-UKRN",2,324,NA,14,0.875,4,0.5,0,2,1,1,1,1,1,0,1,1,1,1
"ec0694","100",946,"TRUE","19","UKRN08","Full-time","Yes","","4","Year 1","psychology ","female",2,1,2,0,2,0,2,2,2,2,-1,2,0,1,-1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,2,1,-1,0,0,1,1,1,"people cannot replicate the findings from older studies, therefore, leading to questions surrounding the reliability of the findings and the theories that came from the findings.",0,0,1,"",1,0,"UKRN",2,30,1,16,1,5,0.625,4,3,1,1,1,1,1,1,1,1,1,1
"EC5938","100",85499,"TRUE","20","UKRN01","Full-time","Yes","","4","Year 1","Psychology","Female",2,1,1,-1,1,0,0,-1,1,-2,1,1,1,-2,1,-2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,0,2,2,-1,1,-2,1,1,1,"When studies cannot be replicated to test the reliability of a study",0,0,0,"",1,0,"UKRN",2,146,0,2,0.125,5,0.625,8,0,1,1,1,1,1,1,1,1,1,1
"EC6541","100",2938,"TRUE","22","UNI11","Full-time","No","","3","Year 2","BSc psychology ","Female ",1,1,1,1,1,1,1,-2,-1,-1,2,2,-2,1,-1,2,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,-1,1,-1,0,0,1,0,"Not sure ",0,0,1,"No",1,0,"Non-UKRN",2,670,0,7,0.4375,0,0,3,5,1,1,1,1,1,1,1,1,1,1
"EC6949","100",1513,"TRUE","19","UNI06","Full-time","Yes","","4","Year 1","Psychology BSc","female",1,1,1,0,1,0,2,1,1,-1,1,2,0,0,2,-1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,-2,1,0,1,1,1,"scientific studies from the past are unable to be replicated and possibly have false results",1,1,1,"",1,0,"Non-UKRN",2,52,1,11,0.6875,4,0.5,7,1,1,1,1,1,1,1,1,1,1,1
"EC7128","100",506,"TRUE","21","UNI58","Full-time","No","","3","Final Year","BSc Psychology","Female",2,2,1,2,2,2,1,-1,1,-2,-1,2,2,1,-2,-1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,2,2,2,2,-1,1,1,1,0,NA,"",0,0,1,"",1,0,"Non-UKRN",2,311,NA,11,0.6875,10,1.25,3,5,1,1,1,1,1,0,1,1,1,1
"ED0787","100",653,"TRUE","21","UNI73","Full-time","No","","3","Final Year","Criminology & Psychology","Female",1,1,1,1,1,1,2,1,0,1,-1,1,1,-1,-1,-1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,2,2,2,2,-1,-1,1,1,0,NA,"",0,0,1,"",1,0,"Non-UKRN",2,243,NA,8,0.5,8,1,5,3,1,1,1,1,1,0,1,1,1,1
"Ed3232","98",41920,"FALSE","20","UNI75","Full-time","Other (Please specify)","Placement module ","3","Year 2","Psychology ","Female ",-1,-1,1,-1,1,1,-1,-1,1,-2,1,2,1,1,-1,-1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,-2,1,1,1,0,NA,"",0,0,1,"",1,0,"Non-UKRN",2,497,NA,0,0,4,0.5,3,5,1,1,1,1,1,0,1,1,1,1
"ED3444","100",1255,"TRUE","20","UNI80","Full-time","No","","3","Year 2","Psychology","Female",2,2,1,1,0,1,2,1,1,-2,-1,1,2,-1,-1,-1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,2,-1,-1,-1,1,1,1,1,"Lots of classic and poignant studies on which lots of modern research hinges has been difficult to replicate successfully - often due to dubious scientific practices.",0,0,1,"It is often difficult to distinguish reputable research, particularly as so much reasurch accepts the findings as gospel, common knowledge or ""classic"" ""foundation"" studies.",1,0,"Non-UKRN",2,701,1,8,0.5,3,0.375,5,3,1,1,1,1,1,1,1,1,1,1
"ED4499","100",991,"TRUE","29","UNI11","Full-time","No","","3","Year 1","Forensic investigative psychology","Female",1,2,-1,1,1,1,1,-1,0,0,2,1,1,-1,-1,-1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,2,0,1,1,-2,-1,1,0,1,1,"Concerns regarding the credibility of research findings ",0,0,1,"",1,0,"Non-UKRN",2,660,0,6,0.375,2,0.25,4,4,1,1,1,1,1,1,1,1,1,1
"EF0884","100",1517,"TRUE","18","UKRN01","Full-time","Yes","","4","Year 1","Psychology","female",1,2,1,1,1,1,2,2,2,1,0,1,-1,-1,-1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2,2,2,-1,0,1,0,2,0,NA,"",1,1,1,"",1,0,"UKRN",2,152,NA,12,0.75,8,1,7,1,1,1,1,1,1,0,1,1,1,1
"EF6583","100",1017,"TRUE","21","UNI10","Full-time","Yes","","4","Year 2","Psychology ","Female ",1,0,1,0,1,0,1,0,2,-2,1,2,1,0,0,-1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,-1,0,1,0,0,NA,"",0,0,1,"",1,0,"Non-UKRN",2,335,NA,7,0.4375,3,0.375,3,1,1,1,1,1,1,0,1,1,1,1
"EF9886","100",919,"TRUE","20","UNI19","Full-time","No","","3","Year 1","Psychology","Female",1,1,-1,-1,0,0,1,0,1,1,1,2,0,1,-1,-2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,-2,0,0,0,1,1,"The idea that results of a study are unable to be reproduced if the study was repeated",1,0,0,"",1,0,"Non-UKRN",2,485,1,4,0.25,1,0.125,8,0,1,1,1,1,1,1,1,1,1,1
"EH2567","100",1230,"TRUE","23","UKRN08","Full-time","Yes","","4","Year 2","Psychology ","Female",1,1,1,-1,0,1,1,1,1,-1,1,2,1,1,-1,-1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,-1,1,-1,-1,1,1,1,1,"When too many studies do not replicate, even those that are very important to psychology or whatnot ",0,1,1,"",1,0,"UKRN",2,150,0,8,0.5,2,0.25,4,1,1,1,1,1,1,1,1,1,1,1
"EH5188","100",743,"TRUE","20","UNI73","Full-time","No","","3","Final Year","BSc Psychology","Female",1,2,-2,-2,0,0,1,0,-1,-2,0,2,1,2,0,-1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,"Findings cannot be replicated",0,1,0,"",1,0,"Non-UKRN",2,238,1,1,0.0625,3,0.375,3,2,1,1,1,1,1,1,1,1,1,1
"EH7376","100",1519,"TRUE","20","UKRN08","Full-time","No","","3","Final Year","Psychology BSc","Female",1,2,2,2,2,2,1,-1,1,-1,2,2,2,2,-1,-1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,2,2,-2,2,-1,1,2,1,1,1,"A crisis that came to light in 2010 which revealed that a large number of psychological studies could not be replicated",1,1,1,"",1,0,"UKRN",2,1,0,17,1.0625,7,0.875,7,6,1,1,1,1,1,1,1,1,1,1
"eh8377","100",1499,"TRUE","18","UKRN08","Full-time","Yes","","3","Year 1","BSc Criminology with Psychology","Female",1,1,1,-1,-1,-1,1,1,-1,-2,1,1,1,1,-1,-1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,2,1,-1,-1,1,1,1,1,"Many studies are difficult to replicate which can put their reliability in to question however, for many reasons researchers have an incentive to produce research that is new and innovative. Journals are more likely to publish these findings, researchers can also be rewards for new findings. This can lead to reports and research that is not of a high standard and is hard to replicate. ",0,1,0,"",1,0,"UKRN",2,60,1,1,0.0625,5,0.625,4,1,1,1,1,1,1,1,1,1,1,1
"EK123","100",1183,"TRUE","19","UKRN01","Full-time","Yes","","4","Year 1","psychology","female",2,0,0,0,1,1,2,0,1,0,1,2,1,-1,-1,-1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,-1,0,1,0,-1,0,-1,0,0,NA,"",0,0,1,"",1,0,"UKRN",2,36,NA,8,0.5,-2,-0.25,6,2,1,1,1,1,1,0,1,1,1,1
"EL0160","100",1238,"TRUE","19","UNI19","Full-time","No","","3","Year 1","BSc Psychology","Female",1,1,-1,1,0,0,1,0,-2,-2,2,2,0,2,-1,-2,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,2,0,1,0,-2,0,2,0,1,1,"It is hard for researchers to replicate the same study with the same sample or different sample (either the same researchers or others) and sometimes researchers feel pressured to change their results in order to fit their pre-conceived beliefs/hypotheses, which will alter the study findings and make this process of replication even harder.",0,0,1,"This is very interesting to think about and I think all undergraduates should be taught this material.",1,0,"Non-UKRN",2,408,1,2,0.125,3,0.375,2,3,1,1,1,1,1,1,1,1,1,1
"EL4307","100",2636,"TRUE","35","UNI08","Full-time","No","","3","Year 2","Psychology (BSc, Undergraduate)","female",1,2,1,1,1,1,1,1,0,1,2,2,1,2,-1,-1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,2,1,2,1,1,1,1,1,1,1,"It is an ongoing issue of scientific methodology in psychology and in other scientific fields. It has been found that studies (mainly in social sciences and medicine) are difficult to replicate, or it is not possible to replicate them at all. There are many possible reasons for this, including p-hacking in reseach, lack of replication attempt in the past, and lack of publication when the experiemental results are not significant.",1,1,1,"I am very grateful to my professors and lecturers for informing their students of these issues, teaching about methodological issues, reserach ethics, and making it part of the discussion in reserach methods classes.  ",1,0,"Non-UKRN",2,349,1,15,0.9375,10,1.25,8,6,1,1,1,1,1,1,1,1,1,1
"EO7114","100",672,"TRUE","19","UKRN01","Full-time","Yes","","4","Year 1","Psychology","Female",1,2,0,2,-1,0,-1,-1,1,0,1,2,1,2,-2,-1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,-2,-1,1,0,0,NA,"",0,0,1,"",1,0,"UKRN",2,182,NA,6,0.375,2,0.25,3,0,1,1,1,1,1,0,1,1,1,1
"EP1387","100",909,"TRUE","20","UKRN01","Full-time","Yes","","4","Year 1","Psychology ","Female ",1,1,0,-2,1,1,1,1,-1,-1,-1,2,0,-1,-1,-1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,-1,-2,1,0,1,0,NA,"",0,0,0,"",1,0,"UKRN",2,394,NA,0,0,2,0.25,2,0,1,1,1,1,1,0,1,1,1,1
"EP3632","100",797,"TRUE","21","UNI06","Full-time","Yes","","4","Year 2","Psychology BSc (Hons)","Male",2,0,1,1,1,1,2,1,1,-2,1,1,0,-1,0,-1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,-1,-1,1,1,1,0,NA,"",1,0,1,"",1,0,"Non-UKRN",2,507,NA,8,0.5,4,0.5,3,5,1,1,1,1,1,0,1,1,1,1
"EP5293","100",1168,"TRUE","19","UNI19","Full-time","No","","3","Year 1","Psychology ","Female ",1,1,0,1,1,0,1,1,0,1,1,2,0,2,-2,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,-1,-1,1,0,1,1,1,"It is a crisis consisting of scientific studies that are hard or impossible to replicate so the results of them could be wrong ",1,0,0,"",1,0,"Non-UKRN",2,612,1,10,0.625,0,0,4,2,1,1,1,1,1,1,1,1,1,1
"ER2422","100",710,"TRUE","20","UKRN08","Full-time","No","","3","Year 2","<Psychology with Criminology","female",2,2,1,1,0,1,1,1,1,2,1,1,2,1,2,-1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,2,2,2,2,-1,2,2,1,1,1,"psychologists that have been replicating older studies have found non-significant results",0,0,1,"",1,0,"UKRN",2,130,1,18,1.125,12,1.5,8,4,1,1,1,1,1,1,1,1,1,1
"Er5315","100",1077,"TRUE","20","UNI11","Full-time","No","","3","Year 2","Psychology with criminology ","Female",1,2,1,1,1,1,2,2,1,1,1,2,0,1,-1,-1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,2,2,2,1,-2,-2,1,1,1,1,"When data should be repeated in order to increase the reliability of results, but the researcher doesn't give the relevant information.",0,0,1,"",1,0,"Non-UKRN",2,654,1,15,0.9375,5,0.625,5,3,1,1,1,1,1,1,1,1,1,1
"ER7466","100",803,"TRUE","20","UKRN08","Full-time","Yes","","4","Year 1","Psychology with criminology","female",1,1,0,1,1,0,1,0,1,-1,2,1,1,-2,-1,-1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,-2,-1,1,1,1,1,"Researchers failed to get the same results when replicating other researchers experiments. ",1,0,1,"",1,0,"UKRN",2,161,1,5,0.3125,1,0.125,5,4,1,1,1,1,1,1,1,1,1,1
"ER7894","100",813,"TRUE","21","UNI06","Full-time","Yes","","4","Year 2","BSc Psychology and Business","Female",1,0,1,1,1,1,2,1,2,0,1,0,1,-1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,NA,"",0,0,0,"",1,0,"Non-UKRN",2,504,NA,13,0.8125,8,1,5,3,1,1,1,1,1,0,1,1,1,1
"ER9372","98",915,"FALSE","19","UNI10","Full-time","No","","3","Year 2","Psychology and Criminology BsC","Female",1,1,0,1,1,2,-1,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,-1,-1,1,-1,1,1,0,0,0,NA,"",0,0,1,"To many of the questions, I found myself saying “that should be their choice”. ",1,0,"Non-UKRN",2,452,NA,11,0.6875,0,0,2,1,1,1,1,1,1,0,1,1,1,1
"ER9832","100",2617,"TRUE","21","UNI11","Full-time","No","","3","Final Year","Psychology","Female ",1,1,1,0,0,0,1,2,1,1,2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,"Mix of results people achieve",0,0,1,"",1,0,"Non-UKRN",2,658,0,13,0.8125,5,0.625,7,1,1,1,1,1,1,1,1,1,1,1
"ES0661","100",1683,"TRUE","21","UKRN08","Full-time","Yes","","3","Year 2","Psychology","Female",2,1,0,-1,0,1,1,0,0,-1,1,1,1,-1,-1,-1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,-1,-1,-1,1,1,1,1,"The issue where research/studies may not be able to be repeated by other researchers due to incorrect methodology etc",1,1,1,"",1,0,"UKRN",2,59,0,3,0.1875,3,0.375,4,0,1,1,1,1,1,1,1,1,1,1
"ES3171","100",757,"TRUE","18","UNI10","Full-time","No","","3","Year 1","Forensic Psychology","Female",1,1,1,-1,1,1,1,1,2,-2,1,2,2,-2,-1,-1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,-1,-1,-1,-2,-1,-1,1,1,1,0,"Whether a study is legitimate and a persons own work",0,0,1,"",1,0,"Non-UKRN",2,329,0,7,0.4375,-5,-0.625,5,3,1,1,1,1,1,1,1,1,1,1
"ES3733","100",844,"TRUE","18","UNI50","Full-time","No","","3","Year 1","Psychology with Forensics","female",2,1,0,0,0,1,1,0,-1,-1,2,2,0,-1,-2,-1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,-2,-2,-2,0,1,1,0,NA,"",0,0,1,"",1,0,"Non-UKRN",2,290,NA,3,0.1875,-3,-0.375,4,2,1,1,1,1,1,0,1,1,1,1
"ES6169","100",2672,"TRUE","21","UNI64","Full-time","No","","3","Year 2","Criminal Investigation with Forensic Psychology","Female",1,0,-1,1,1,1,1,-1,1,-1,1,0,1,-1,-1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,-1,0,-1,1,0,NA,"",0,0,1,"",1,0,"Non-UKRN",2,718,NA,3,0.1875,1,0.125,7,1,1,1,1,1,1,0,1,1,1,1
"ET2628","100",585,"TRUE","19","UKRN08","Full-time","No","","3","Year 1","Bsc Psychology","Female",2,2,0,0,-1,1,2,1,1,1,1,2,0,-1,-1,-1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,-2,-1,-1,0,1,1,1,1,"Potential growing inability to successfully replicate studies",0,0,0,"",1,0,"UKRN",2,80,0,9,0.5625,0,0,3,2,1,1,1,1,1,1,1,1,1,1
"EV5996","100",781,"TRUE","18","UNI50","Full-time","No","","3","Year 1","Psychology with Clinical Psychology (BSc)","Female ",2,2,0,2,-1,1,2,1,2,1,2,2,1,-1,-2,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,2,-1,-1,2,1,1,0,NA,"",0,0,0,"",1,0,"Non-UKRN",2,287,NA,13,0.8125,7,0.875,1,0,1,1,1,1,1,0,1,1,1,1
"EW2454","100",635,"TRUE","18","UNI06","Full-time","No","","3","Year 1","Psychology ","Female",1,1,1,-1,1,0,1,-1,1,1,1,0,1,-1,-1,-1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,-2,0,1,-1,0,NA,"",0,1,1,"",1,0,"Non-UKRN",2,589,NA,4,0.25,1,0.125,4,4,1,1,1,1,1,0,1,1,1,1
"EW5768","100",1567,"TRUE","19","UKRN01","Full-time","No","","3","Year 1","Psychology","Female",0,1,-1,-1,0,-1,-1,1,-1,-2,1,2,-1,2,-1,-1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,-1,-1,-1,-2,-1,2,-1,1,1,"Refers to the growing belief that a study cannot be replicated and thus is wrong.",1,0,1,"",1,0,"UKRN",2,158,0,-3,-0.1875,-4,-0.5,3,4,1,1,1,1,1,1,1,1,1,1
"EW5880","100",1361,"TRUE","19","UKRN01","Full-time","Yes","","4","Year 1","Psychology BSc","Female",2,1,1,1,1,1,2,2,-2,-1,-1,1,0,-1,-1,-2,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,2,1,1,1,-2,-1,-1,1,0,NA,"",0,0,1,"",1,0,"UKRN",2,127,NA,4,0.25,2,0.25,7,1,1,1,1,1,1,0,1,1,1,1
"EW6805","100",581,"TRUE","20","UNI80","Full-time","Yes","","4","Year 2","Psychology","Female",1,1,0,2,1,1,1,0,1,2,1,2,2,2,-1,-1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,"A large number of studies published in well known journals were unable to replicate when the study was repeated",0,0,1,"N/A",1,0,"Non-UKRN",2,672,1,15,0.9375,6,0.75,5,0,1,1,1,1,1,1,1,1,1,1
"EW9876","71",1083,"FALSE","21","UNI64","Full-time","No","","3","Final Year","Psychology (Forensic & Psychopathology)","female ",2,2,2,-1,1,0,2,2,2,-2,1,2,2,-1,1,-1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,2,1,2,-1,-2,1,1,0,1,NA,"",NA,NA,NA,"",1,0,"Non-UKRN",2,725,NA,14,0.875,4,0.5,7,1,1,1,1,1,1,0,0,0,0,1
"EY5618","100",778,"TRUE","22","UNI06","Full-time","Yes","","4","Final Year","Psychology","Female",2,1,0,0,0,1,1,-1,1,-1,1,2,1,0,-1,-1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,-1,0,1,0,1,1,0,"I have vaguely come across it, I think it concerns difficulties in replicating research due to lack of accessible materials/study info for example?  ",1,1,1,"",1,0,"Non-UKRN",2,186,1,6,0.375,4,0.5,3,2,1,1,1,1,1,1,1,1,1,1
"fa1122","100",15185,"TRUE","18","UNI06","Full-time","Yes","","4","Year 1","Psychology and Business Bsc","Female",2,-1,0,-1,1,1,2,1,2,-1,1,2,2,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,2,1,0,-1,-2,-1,0,1,0,NA,"",0,0,1,"",1,0,"Non-UKRN",2,548,NA,12,0.75,0,0,8,3,1,1,1,1,1,0,1,1,1,1
"FA2555","98",36281,"FALSE","21","UNI06","Full-time","Yes","","4","Final Year","Psychology BSc with Placement Year ","female",1,1,1,1,1,2,1,1,1,2,1,2,2,1,0,-1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,2,2,1,1,1,1,1,1,"For many Psychological studies, when other researchers try to replicate them, following the exact same method, they fail to find the same results.  Some of it could be due to incomplete methods e.g. missing materials or methods that were changed without noting it etc. A lot of this could be because researchers switch hypotheses - so if they found something exploratory they might make that the focus of their findings if the results weren't significant for their original hypotheses. There's also lots of focus on novel research only, it attracts funding and journal peer review processes sometimes aren't entirely fair - they might favour researchers they know, or new/ 'interesting' research etc. Replication studies, too, don't attract too much funding/ attention",1,1,1,"Learning about the reproducibility crisis/ open science -  not sure if the course has changed now, but for final years this was just through lecturers at aston e.g. Ed, Charlotte Hartwright, Jason etc. etc. mentioning it as we were doing other modules, there is an optional final year module on this too, also a group of us have had the chance to participate in a consortium project this year",1,0,"Non-UKRN",2,227,1,17,1.0625,10,1.25,7,1,1,1,1,1,1,1,1,1,1,1
"FB73883","100",2047,"TRUE","18","UNI09","Full-time","Yes","","4","Year 1","Psychology","Female",-1,-1,-2,2,2,2,2,1,2,-2,-1,-1,0,0,-2,2,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,2,2,2,0,1,1,2,2,0,NA,"",0,1,1,"",1,0,"Non-UKRN",2,201,NA,3,0.1875,12,1.5,2,6,1,1,1,1,1,0,1,1,1,1
"FB7621","100",779,"TRUE","20","UNI80","Full-time","No","","3","Year 2","Psychology with clinical psychology ","Female ",1,-1,0,1,1,0,1,0,1,-2,1,2,1,1,-1,-1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,-1,-2,-2,-1,1,0,1,1,"Some studies are difficult to replicate, making findings questionable.",0,1,1,"",1,0,"Non-UKRN",2,694,1,5,0.3125,-4,-0.5,5,3,1,1,1,1,1,1,1,1,1,1
"FC0668","100",1334,"TRUE","39","UNI08","Full-time","No","","3","Year 2","BSc in Psychology","Female",0,1,0,2,1,1,2,1,1,1,2,2,2,2,-1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,2,2,1,-2,0,1,1,1,1,1,"Many studies' results could not be replicated in new studies",0,0,1,"",1,0,"Non-UKRN",2,299,1,18,1.125,6,0.75,3,4,1,1,1,1,1,1,1,1,1,1
"FE1477","100",742,"TRUE","23","UNI80","Full-time","No","","3","Final Year","Psychology ","Female ",2,1,0,1,2,1,2,2,1,1,2,1,0,-1,-1,-1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,-1,1,1,-1,-1,1,-1,1,1,"",0,1,1,"",1,0,"Non-UKRN",2,671,NA,13,0.8125,0,0,8,4,1,1,1,1,1,1,1,1,1,1
