"ID","Uni","Full_Part","PTY","Current_Year","Course_Duration","Course_Name","Previous_Training","Gender","UKRN","timepoint","Awareness_Replication","Awareness_Materials","Awareness_Education","Awareness_Access","Awareness_Data","Awareness_Power","Awareness_Preregistration","Awareness_Preprint","Awareness_Score_Total","crisis_aware","crisis_learnt","crisis_explain","os_explain","os_learnt","Awareness_Completed"
587,"UKRN08","","","Year 1","","","","2","UKRN",3,1,0,1,1,1,1,0,1,6,0,0,NA,1,0,1
588,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,1,1,1
589,"UKRN08","","","Year 1","","","","1","UKRN",3,1,1,1,1,0,1,0,1,6,1,1,1,1,1,1
590,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,0,1,7,1,1,0,1,1,1
591,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,1,0,1
592,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
593,"UKRN08","","","Year 2","","","","1","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
594,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,1,1
595,"UKRN08","","","Year 2","","","","2","UKRN",3,1,1,1,0,0,1,0,1,5,1,1,1,1,1,1
596,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,0,1,1,1,7,1,1,1,1,1,1
597,"UKRN08","","","Year 2","","","","2","UKRN",3,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1
598,"UKRN08","","","Year 1","","","","1","UKRN",3,1,0,1,1,0,1,1,1,6,1,1,1,1,1,1
599,"UKRN08","","","Year 2","","","","3","UKRN",3,0,0,1,1,0,0,0,1,3,1,1,0,0,1,1
600,"UKRN08","","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,0,1
601,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
602,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,1,1
603,"UKRN08","","","Year 1","","","","1","UKRN",3,1,0,1,1,1,1,0,1,6,1,1,1,1,1,1
604,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
605,"UKRN08","","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,0,1
606,"UKRN08","","","Year 2","","","","2","UKRN",3,1,1,1,0,0,1,0,1,5,0,0,NA,1,0,1
607,"UKRN08","","","Year 1","","","","1","UKRN",3,0,1,1,1,0,0,0,0,3,0,0,NA,0,0,1
608,"UKRN08","","","Year 2","","","","2","UKRN",3,1,0,1,1,1,1,1,1,7,1,1,0,1,1,1
609,"UKRN08","","","Year 1","","","","1","UKRN",3,1,1,1,0,1,1,0,1,6,0,0,NA,1,0,1
610,"UKRN08","","","Year 1","","","","1","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
612,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
613,"UKRN08","","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,0,1,7,1,1,1,1,1,1
614,"UKRN08","","","Year 1","","","","1","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,1,1,1
615,"UKRN08","","","Year 1","","","","3","UKRN",3,1,1,1,1,1,1,1,1,8,1,0,0,0,1,1
616,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,1,1,1
617,"UKRN08","","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
618,"UKRN08","","","Year 1","","","","2","UKRN",3,1,0,1,1,0,1,0,1,5,1,1,1,1,1,1
619,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,0,1,1,1,7,1,1,0,0,0,1
620,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,0,1,1,1,7,1,1,1,1,0,1
621,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,0,0,0,1,5,1,1,0,0,1,1
622,"UKRN08","","","Year 1","","","","1","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
623,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,1,1
624,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,1,1,1
625,"UKRN08","","","Year 1","","","","1","UKRN",3,1,1,1,1,0,1,1,1,7,1,1,0,0,0,1
626,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,0,1,0,1,6,1,1,1,0,1,1
627,"UKRN08","","","Year 2","","","","1","UKRN",3,1,0,1,0,0,0,0,1,3,1,1,1,1,1,1
628,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,0,1,0,1,6,1,1,1,0,1,1
629,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,1,1
630,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
631,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,0,1,0,1,6,1,1,1,1,1,1
632,"UKRN08","","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,0,1
633,"UKRN08","","","Year 1","","","","2","UKRN",3,0,1,1,1,0,0,1,1,5,1,1,1,0,0,1
634,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,1,0,1
635,"UKRN08","","","Year 1","","","","2","UKRN",3,1,0,1,0,0,0,0,1,3,1,1,1,0,1,1
636,"UKRN08","","","Year 2","","","","1","UKRN",3,1,1,1,1,0,1,1,1,7,1,1,0,0,0,1
637,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,1,1,1
638,"UKRN08","","","Year 2","","","","3","UKRN",3,1,1,1,0,0,0,1,1,5,1,1,0,0,0,1
639,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,0,1,1
640,"UKRN08","","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,0,1
641,"UKRN08","","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,0,0,1
642,"UKRN08","","","Year 1","","","","1","UKRN",3,1,1,1,1,0,1,1,1,7,1,1,1,1,1,1
643,"UKRN08","","","Year 1","","","","1","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,0,1
644,"UKRN08","","","Year 2","","","","1","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,1,0,1
645,"UKRN08","","","Year 2","","","","1","UKRN",3,1,0,1,0,0,0,0,1,3,1,1,0,0,1,1
647,"UKRN08","","","Year 1","","","","2","UKRN",3,1,0,0,1,0,0,0,1,3,1,1,0,1,1,1
648,"UKRN08","","","Year 1","","","","1","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
649,"UKRN08","","","Year 2","","","","2","UKRN",3,0,1,1,1,1,1,1,1,7,0,0,NA,0,0,1
650,"UKRN08","","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,0,0,1
651,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,0,1,1,1,7,1,1,1,1,1,1
652,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,1,1,1
653,"UKRN08","","","Year 2","","","","1","UKRN",3,1,1,1,1,1,1,1,1,8,1,0,1,0,0,1
654,"UKRN08","","","Year 2","","","","2","UKRN",3,0,0,1,0,0,0,0,0,1,0,0,NA,0,0,1
657,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,0,0,1,1,0,0,4,0,0,NA,1,1,1
