"","ID","Uni","Full_Part","PTY","Current_Year","Course_Duration","Course_Name","Previous_Training","Gender","UKRN","timepoint","Perception_Replication1","Perception_Replication2","Perception_Materials1","Perception_Materials2","Perception_Education1","Perception_Education2","Perception_Access1","Perception_Access2","Perception_Data1","Perception_Data2","Perception_Power1","Perception_Power2","Perception_Preregistration1","Perception_Preregistration2","Perception_Preprint1","Perception_Preprint2","Perception_Score_Total","Perception_Score_Mean","crisis_aware","crisis_learnt","crisis_explain","os_explain","os_learnt","Perception_Completed"
"385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395",402,"UKRN03","Full-time","No","Year 2","3","Criminology and Psychology","Yes","Female ","UKRN",1,2,1,0,1,1,1,2,1,2,-1,0,2,1,-1,-1,-1,10,10,1,1,1,0,0,1
"396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398",405,"UKRN03","Full-time","No","Final Year","3","BSc (hons) Psychology","No","Woman","UKRN",1,1,2,1,1,1,1,2,2,2,1,1,2,2,1,0,1,21,21,1,1,1,1,1,1
"399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401",408,"UKRN03","Full-time","Other (Please specify)","Year 1","4","Psychology and French Studies","Yes","Female ","UKRN",1,2,1,-1,1,1,1,1,-1,1,-1,2,2,-1,1,-2,-2,5,5,1,0,1,0,0,1
"402",409,"UKRN03","Full-time","No","Final Year","3","BSc Psychology","Yes","Female","UKRN",1,1,2,2,2,0,2,0,0,2,0,1,2,2,2,-1,0,17,17,1,1,1,0,0,1
"403",410,"UNI21","Full-time","No","Final Year","3","BSc Psychology","Yes","Female","Non-UKRN",1,2,2,1,-1,1,2,1,-1,2,-2,2,2,1,1,-1,1,13,13,1,1,1,0,0,1
"404",411,"UKRN03","Full-time","No","Year 1","3","Psychology Bsc","Yes","Female","UKRN",1,1,1,1,0,1,1,-1,1,1,1,1,1,-1,1,-1,-1,7,7,1,1,1,0,0,1
"405",412,"UNI19","Full-time","No","Year 2","3","Psychology","No","female ","Non-UKRN",1,1,1,0,1,1,0,1,1,2,1,1,1,0,-1,-1,-1,8,8,1,1,0,0,0,1
"406",413,"UNI22","Full-time","No","Year 2","3","Sports psychology bsc ","No","Female ","Non-UKRN",1,2,1,-1,0,1,0,1,2,2,-2,1,2,2,2,1,-2,12,12,1,0,0,0,0,1
"407",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408",415,"UKRN03","Full-time","No","Year 1","3","BA (hons) Psychology","Yes","Female","UKRN",1,2,2,1,1,1,1,1,1,1,1,1,2,1,-1,0,-2,13,13,1,1,1,0,0,1
"409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",418,"UNI25","Full-time","Other (Please specify)","Year 2","3","Psychology ","Yes","Female ","Non-UKRN",1,1,1,0,-1,0,0,2,1,0,-2,1,1,1,1,-1,-1,4,4,1,1,0,0,1,1
"412",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416",423,"UNI25","Full-time","No","Year 2","3","Psychology","Yes","Female","Non-UKRN",1,1,2,0,2,0,0,2,1,2,2,1,2,1,1,1,0,18,18,1,1,1,0,1,1
"417",424,"UKRN03","Full-time","No","Final Year","3","Psychology ","Yes","Female","UKRN",1,2,2,0,0,-1,-1,-1,-1,-1,-2,2,2,1,0,0,0,2,2,1,1,1,0,1,1
"418",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419",426,"UKRN03","Full-time","No","Final Year","3","Psychology ","Yes","Female ","UKRN",1,2,2,1,-1,1,2,2,1,-1,-2,2,2,0,1,-2,-2,8,8,1,1,1,0,0,1
"420",427,"UNI25","Full-time","No","Year 2","3","Psychology","Yes","Female","Non-UKRN",1,2,2,2,1,1,2,2,1,1,-1,1,0,0,2,-1,-1,14,14,1,1,1,0,1,1
"421",428,"UNI22","Full-time","No","Year 2","3","Psychology with Counselling","No","Female","Non-UKRN",1,-1,2,-1,-1,1,1,1,-1,-2,-2,1,2,0,2,0,0,2,2,1,1,0,0,0,1
"422",429,"UKRN03","Full-time","No","Year 1","3","Bachelor of Science in Psychology and Linguistics ","No","Male","UKRN",1,2,2,1,2,1,1,2,2,1,1,1,2,1,1,1,1,22,22,1,0,0,0,0,1
"423",430,"UNI25","Full-time","No","Year 2","3","Psychology with Counselling","Yes","Female","Non-UKRN",1,1,2,2,1,0,2,1,1,0,1,2,2,1,2,-2,-1,15,15,1,1,0,1,1,1
"424",431,"UNI21","Full-time","Yes","Placement Year","3","BSC Psychology","Yes","female","Non-UKRN",1,2,1,-2,1,2,-2,2,2,1,-2,2,2,0,-2,-2,-2,3,3,1,1,1,0,0,1
"425",432,"UNI25","Full-time","No","Final Year","3","Psychology ","Yes","Female","Non-UKRN",1,1,1,0,1,0,1,-1,-1,1,-2,1,2,1,1,-1,-1,4,4,1,1,1,0,0,1
"426",433,"UKRN03","Full-time","No","Final Year","3","BSc Psychology","Yes","Female","UKRN",1,1,1,-1,0,1,-1,0,-1,1,-2,1,2,1,1,-1,1,4,4,1,1,1,0,0,1
"427",434,"UNI25","Full-time","No","Final Year","3","Psychology BSc","Yes","","Non-UKRN",1,2,2,0,-2,1,1,2,-1,-1,-1,1,2,1,1,-2,-1,5,5,1,0,1,0,0,1
"428",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429",436,"UKRN03","Full-time","No","Year 2","3","Psychology ","Yes","Female","UKRN",1,1,1,1,-1,1,1,2,-2,-1,-1,1,2,0,1,-1,-1,4,4,1,1,1,0,0,1
"430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433",440,"UKRN03","Full-time","No","Final Year","3","Psychology ","Yes","Female ","UKRN",1,1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,-1,7,7,1,1,1,0,0,1
"434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436",443,"UKRN03","Full-time","No","Year 1","3","BCs Psychology","Yes","Female","UKRN",1,1,2,-1,1,1,0,1,1,-2,-2,-1,2,-1,1,-2,-2,-1,-1,1,1,1,0,0,1
"437",444,"UNI21","Full-time","No","Final Year","3","Psychology","Yes","Female","Non-UKRN",1,2,1,1,-1,1,0,1,1,1,-2,1,1,-1,-2,-1,-2,1,1,1,0,0,0,0,1
"438",445,"UKRN03","Full-time","No","Year 2","3","Psychology ","Yes","Female ","UKRN",1,2,1,1,-2,1,1,2,1,1,-2,2,1,1,-1,1,1,11,11,1,1,1,0,0,1
"439",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445",452,"UKRN03","Full-time","No","Year 2","3","Psychology","Yes","Female","UKRN",1,2,2,1,2,2,1,2,2,1,0,-1,2,0,1,-2,-2,13,13,1,0,1,1,1,1
"446",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447",454,"UNI21","Full-time","No","Year 1","3","Psychology","Yes","Female","Non-UKRN",1,1,2,1,-1,-1,1,-2,-2,-1,-2,2,2,0,2,-2,-2,-2,-2,1,1,0,0,0,1
"448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450",457,"UNI25","Full-time","No","Final Year","3","Psychology ","Yes","Female ","Non-UKRN",1,2,1,-1,-1,1,0,1,1,-2,-2,1,1,0,1,-1,-1,1,1,1,1,1,0,0,1
"451",458,"UKRN03","Full-time","No","Year 2","3","BSc (Hons) Psychology","Yes","Female","UKRN",1,1,1,1,1,1,1,1,1,1,-2,1,2,2,0,1,-1,12,12,1,1,1,1,1,1
"452",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454",461,"UNI21","Full-time","Other (Please specify)","Placement Year","3","BSc Psychology","No","Female","Non-UKRN",1,1,1,0,1,1,1,2,1,2,1,2,1,0,0,0,0,14,14,1,1,0,0,0,1
"455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456",463,"UNI21","Full-time","No","Year 1","3","BSc Psychology","Yes","Male","Non-UKRN",1,2,2,1,1,1,0,1,-1,-2,-2,1,2,1,1,-1,1,8,8,1,1,1,1,0,1
"457",464,"UKRN03","Full-time","No","Year 2","4","Psychology (Study Abroad) BSc","Yes","Female","UKRN",1,1,1,-1,1,1,-1,1,-1,-1,-2,1,1,2,-1,-1,-1,0,0,1,1,0,0,0,1
"458",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461",468,"UKRN03","Full-time","No","Final Year","3","Psychology ","Yes","Female","UKRN",1,2,2,1,2,1,1,2,1,-1,-2,0,2,0,1,0,0,12,12,1,1,1,0,0,1
"462",471,"UKRN06","Full-time","No","Year 2","3","psychology bsc","Yes","female","UKRN",1,2,2,2,2,2,2,1,1,2,2,-1,2,2,2,2,1,26,26,1,1,1,1,1,1
"463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464",473,"UNI21","Full-time","Other (Please specify)","Placement Year","3","Psychology BSc","No","Female ","Non-UKRN",1,2,2,1,1,2,2,1,-1,1,-1,1,2,2,-1,-1,-1,12,12,1,1,1,0,0,1
"465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467",476,"UNI22","Full-time","No","Year 2","3","Psychology","No","Female","Non-UKRN",1,2,1,-1,1,1,1,2,1,-1,-1,1,1,0,-1,-1,0,6,6,1,1,1,0,0,1
"468",478,"UKRN03","Full-time","No","Final Year","3","Psychology (BSc)","Yes","Male","UKRN",1,1,1,1,0,0,-1,1,-1,2,1,2,2,1,1,-1,-1,9,9,1,1,1,1,1,1
"469",479,"UKRN03","Full-time","Other (Please specify)","Year 1","4","Bsc Psychology with Study Abroad","Yes","Female","UKRN",1,1,1,0,2,1,1,1,1,2,1,1,1,1,-1,-1,-1,11,11,1,0,0,0,0,1
"470",480,"UKRN03","Full-time","No","Year 1","4","Psychology ","Yes","Female","UKRN",1,1,1,0,-1,1,1,2,0,0,0,0,1,1,-1,-1,-1,4,4,1,0,1,1,1,1
"471",481,"UNI25","Full-time","No","Final Year","3","Psychology ","Yes","Female","Non-UKRN",1,1,1,1,2,1,1,2,2,1,2,-1,1,1,-1,-1,-1,12,12,1,0,0,0,0,1
"472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474",484,"UKRN01","Full-time","Yes","Year 2","4","Psychology (BSc Hons)","Yes","Female","UKRN",1,1,1,2,-1,1,1,1,0,1,1,1,2,1,-1,-1,-1,9,9,1,1,1,0,1,1
"475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477",487,"UNI24","Full-time","No","Year 2","3","Psychology","Yes","Man; Androgynous (feel free to put me in with either men or other)","Non-UKRN",1,2,2,2,2,1,2,2,2,-2,-2,0,2,2,2,-1,-1,15,15,1,0,0,1,0,1
"478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480",490,"UKRN03","Full-time","No","Year 1","","Psychology (Study abroad) Bsc (Hons)","Yes","Female","UKRN",1,2,2,2,2,2,2,1,1,2,0,2,2,2,0,1,-2,21,21,1,1,1,0,1,1
"481",491,"UNI21","Full-time","Other (Please specify)","Year 2","3","BSc Psychology","No","Female","Non-UKRN",1,2,1,0,-2,0,0,1,-1,2,-2,2,2,1,2,-2,-2,4,4,1,1,1,1,1,1
"482",492,"UNI24","Full-time","No","Year 2","3","Single honours psychology","No","Male","Non-UKRN",1,2,2,1,2,-1,1,0,0,-1,-2,1,2,-1,2,0,-1,7,7,1,0,0,0,0,1
"483",493,"UNI21","Full-time","No","Year 1","3","Psychology","Yes","female","Non-UKRN",1,1,1,1,0,1,1,2,0,0,1,1,2,2,1,1,-2,13,13,1,0,1,0,0,1
"484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485",496,"UNI21","Full-time","Other (Please specify)","Placement Year","3","Psychology ","No","Female","Non-UKRN",1,1,2,2,2,0,0,2,0,2,1,2,1,1,-1,-2,-1,12,12,1,0,0,0,0,1
"486",497,"UKRN03","Full-time","No","Year 2","3","Psychology BSc","Yes","Female","UKRN",1,1,1,1,-1,1,1,1,1,1,1,-1,2,-1,1,-1,-1,7,7,1,1,0,0,0,1
"487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489",500,"UKRN05","Full-time","No","Year 2","3","Sociology with Social Psychology","Yes","Female","UKRN",1,1,2,1,1,1,0,1,-2,-2,-1,1,1,1,0,-1,-1,3,3,1,1,0,1,1,1
"490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492",503,"UKRN03","Full-time","No","Year 1","3","BA Hons Psychology and Linguistics","Yes","Female","UKRN",1,2,2,0,-1,0,2,1,1,-1,0,1,2,1,2,-2,1,11,11,1,1,0,0,0,1
"493",504,"UKRN03","Full-time","No","Year 1","3","Psychology BSc Hons","Yes","Female","UKRN",1,2,1,1,1,1,1,2,1,1,-1,1,1,1,-1,0,-1,11,11,1,0,1,1,0,1
"494",505,"UKRN03","Full-time","No","Year 1","3","Psychology","No","Male","UKRN",1,2,1,1,2,1,1,1,0,1,2,-1,2,0,-1,-1,2,13,13,1,1,1,0,0,1
"495",506,"UKRN03","Full-time","No","Final Year","4","Psychology MPsych","Yes","Male","UKRN",1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,-2,-2,20,20,1,1,1,0,0,1
"496",507,"UKRN03","Full-time","No","Year 2","3","BSc Hons Psychology Full Time","Yes","Female","UKRN",1,2,1,2,2,2,1,0,0,1,0,2,2,2,2,-1,-1,17,17,1,1,1,1,1,1
"497",508,"UNI21","Full-time","Yes","Year 1","3","psychology","No","female","Non-UKRN",1,1,1,1,1,0,1,1,-1,1,1,1,1,0,1,-1,0,9,9,1,1,0,0,0,1
"498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500",511,"UNI25","Full-time","No","Final Year","3","Psychology BSc Hons","Yes","Female","Non-UKRN",1,1,1,-1,2,0,0,-1,-1,0,-1,1,2,1,2,-1,-1,4,4,1,1,0,0,0,1
"501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502",513,"UNI21","Full-time","No","Year 1","3","BSc Psychology","Yes","Female","Non-UKRN",1,2,2,1,-1,0,1,2,2,2,-2,2,2,1,1,-2,-2,11,11,1,1,1,0,0,1
"503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505",516,"UNI50","Full-time","No","Final Year","3","BsC Psychology (Hons)","Yes","Female","Non-UKRN",1,2,1,1,-1,2,1,2,0,1,0,1,1,1,-1,0,-1,10,10,1,0,0,0,0,1
"506",517,"UNI50","Full-time","No","Final Year","3","Psychology with forensic psychology ","Yes","Female","Non-UKRN",1,1,2,0,1,1,2,2,1,1,1,1,1,1,-1,-1,-1,12,12,1,1,0,0,0,1
"507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508",519,"UNI50","Full-time","No","Year 2","3","Psychology","Yes","Female","Non-UKRN",1,2,1,1,1,0,1,0,-1,1,-1,2,2,2,1,-1,-1,10,10,1,1,1,0,0,1
"509",520,"UNI50","Full-time","No","Final Year","3","Psychology","Yes","Female ","Non-UKRN",1,2,1,-1,0,1,0,2,1,1,-1,1,1,0,-1,-1,-1,5,5,1,1,0,1,1,1
"510",521,"UNI50","Full-time","No","Final Year","3","Psychology BSc","Yes","Female","Non-UKRN",1,2,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,12,12,1,1,0,0,0,1
"511",522,"UNI50","Full-time","No","Final Year","3","Psychology with clinical","Yes","Male","Non-UKRN",1,2,1,0,1,1,1,2,1,2,2,1,2,0,-1,-1,-2,12,12,1,1,1,0,1,1
"512",523,"UNI50","Full-time","No","Year 2","3","Psychology BSc","Yes","Female","Non-UKRN",1,2,2,-1,1,1,1,2,1,1,-2,1,1,1,-1,0,-1,9,9,1,0,0,0,0,1
"513",524,"UNI50","Full-time","No","Year 2","3","Psychology ","Yes","Female ","Non-UKRN",1,2,1,1,1,1,1,2,1,1,-1,1,2,1,1,-1,-1,13,13,1,0,0,0,0,1
"514",525,"UNI50","Full-time","No","Final Year","3","BSc Psychology","Yes","Female","Non-UKRN",1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,1,-1,19,19,1,1,0,0,1,1
