"ID","Progress","Duration_Seconds","Finished","Uni","Full_Part","PTY","PTY_Other","Course_Duration","Current_Year","Course_Duration_Other","Current_Year_Other","Course_Name","Previous_Training","Gender","Perception_1","Perception_2","Perception_3","Perception_4","Perception_5","Perception_6","Perception_7","Perception_8","Perception_9","Perception_10","Perception_11","Perception_12","Perception_13","Perception_14","Perception_15","Perception_16","Awareness_1","Awareness_2","Awareness_3","Awareness_4","Awareness_5","Awareness_6","Awareness_7","Awareness_8","Experience_1","Experience_2","Experience_3","Experience_4","Experience_5","Experience_6","Experience_7","Experience_8","Knowledge_1","Knowledge_2","Knowledge_3","Knowledge_4","Knowledge_5","Knowledge_6","Knowledge_7","Knowledge_8","crisis_aware","crisis_learnt","understanding_crisis","os_explain","os_learnt","applicability","comments","include","UKRN","timepoint","crisis_explain","Perception_Score_Total","Perception_Score_Mean","Knowledge_Score_Total","Knowledge_Score_Mean","Awareness_Score_Total","Experience_Score_Total","Perception_Completed","Awareness_Completed","Experience_Completed","Knowledge_Completed","crisis_aware_Completed","crisis_learnt_Completed","os_explain_Completed","os_learnt_Completed","applicability_Completed","crisis_explain_Completed"
178,"100",347,"TRUE","UKRN01","Full-time","Yes","","3","Year 2","","","BSc Psychology","Yes","Female",2,2,2,0,1,0,1,1,2,0,2,2,0,1,-2,-1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,2,-1,-2,0,2,0,1,1,"Not being able to replicate research",1,1,1,"",1,"UKRN",1,0,13,0.8125,5,0.625,4,0,1,1,1,1,1,1,1,1,1,1
179,"100",556,"TRUE","UKRN01","Full-time","Yes","","3","Year 2","","","Psychology","No","Female",2,2,1,2,1,2,1,0,1,1,2,2,0,1,1,-1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,-2,1,-2,0,-1,1,1,0,1,1,"There have been replications of many studies in which results were orginially found to be significant, but when it was replicated, results were found to be non-significant",1,0,1,"",1,"UKRN",1,1,18,1.125,-2,-0.25,0,5,1,1,1,1,1,1,1,1,1,1
180,"100",365,"TRUE","UKRN01","Full-time","Yes","","3","Year 1","","","Psychology","Yes","Female",1,1,1,1,0,0,2,-1,1,-1,2,1,1,-2,0,-1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,2,1,1,-1,-2,0,1,1,0,NA,"",1,0,1,"no",1,"UKRN",1,9999,6,0.375,3,0.375,5,3,1,1,1,1,1,0,1,1,1,0
181,"100",301,"TRUE","UKRN01","Full-time","No","","3","Year 2","","","Psychology ","Yes","Female",1,1,1,1,1,-1,1,0,1,0,1,-1,0,0,-1,-1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,-1,-1,1,1,1,1,"When studies weren’t deemed scientific because they hadn’t been replicated so they were replicated ",0,1,1,"",1,"UKRN",1,0,4,0.25,3,0.375,5,3,1,1,1,1,1,1,1,1,1,1
182,"100",838,"TRUE","UKRN01","Full-time","Yes","","4","Year 1","","","BSc Psychology","Yes","Female",1,1,0,1,0,0,0,0,1,0,1,1,1,0,-1,-1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,-1,0,-2,-2,-2,-1,1,0,1,0,"Due to poor detail in research report it cane make replicating a study hard. This makes it hard when replicating the study to know if the results are different due to the method differences or because the results are inaccurate.",0,0,0,"",1,"UKRN",1,1,5,0.3125,-7,-0.875,4,2,1,1,1,1,1,1,1,1,1,1
183,"100",487,"TRUE","UKRN01","Full-time","Yes","","4","Year 1","","","BCs psychology ","No","female",2,0,1,-2,0,-1,1,1,1,-1,1,2,1,-1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,2,-1,1,-2,-1,1,-1,-1,1,0,"when studies cant be replicated ",1,0,1,"",1,"UKRN",1,0,5,0.3125,-2,-0.25,2,6,1,1,1,1,1,1,1,1,1,1
184,"100",720,"TRUE","UKRN01","Full-time","Yes","","4","Year 2","","","Psychology","Yes","Female",2,2,2,1,1,1,2,2,0,1,2,2,2,2,0,-2,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,2,0,-1,0,0,1,1,1,"replications of pasy studies and not finding the same results",1,1,1,"",1,"UKRN",1,1,20,1.25,4,0.5,4,2,1,1,1,1,1,1,1,1,1,1
185,"100",264,"TRUE","UKRN01","Full-time","Yes","","3","Year 2","","","Psychology","Yes","female",1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,1,-1,-1,1,1,1,1,1,"Failure to reproduce previous studies/materials",0,0,1,"",1,"UKRN",1,1,13,0.8125,4,0.5,4,3,1,1,1,1,1,1,1,1,1,1
186,"100",735,"TRUE","UKRN01","Full-time","Yes","","4","Year 1","","","Psychology (BSc)","Yes","Male",2,1,2,2,1,0,0,-1,1,-2,1,2,0,-1,-1,-1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,2,1,0,-2,-1,1,2,1,1,"Involves the issue of trying to replicate results from a certain study again and again",0,0,1,"",1,"UKRN",1,0,6,0.375,5,0.625,2,1,1,1,1,1,1,1,1,1,1,1
187,"100",531,"TRUE","UKRN01","Full-time","Yes","","4","Year 1","","","BSc Psychology","Yes","female",1,1,1,1,0,1,1,-1,1,0,2,1,1,-1,0,-1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,-1,1,-2,-1,1,1,1,1,0,"that the results of many scientific studies cannot be reproduced and are likely to be wrong",0,0,1,"",1,"UKRN",1,1,8,0.5,1,0.125,7,4,1,1,1,1,1,1,1,1,1,1
188,"100",534,"TRUE","UKRN01","Full-time","No","","3","Year 1","","","BSc Psychology","Yes","Female",2,0,0,2,0,0,2,1,2,-2,2,1,1,0,2,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,2,1,2,-1,0,-1,0,0,1,0,"Difficulty in replicating a study.",0,0,1,"",1,"UKRN",1,0,13,0.8125,3,0.375,2,3,1,1,1,1,1,1,1,1,1,1
189,"100",835,"TRUE","UKRN01","Full-time","Yes","","4","Year 1","","","Psychology Bsc","Yes","female",1,1,1,1,-1,1,-1,-1,-1,1,1,1,2,1,-1,-1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,-1,-1,-1,-1,1,1,0,NA,"",1,0,1,"",1,"UKRN",1,9999,5,0.3125,0,0,4,2,1,1,1,1,1,0,1,1,1,0
190,"100",444,"TRUE","UKRN01","Full-time","No","","3","Year 1","","","Psychology","Yes","Female",1,1,0,1,1,0,1,1,1,0,0,1,0,-1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,-1,-1,0,0,0,1,0,NA,"",1,0,1,"",1,"UKRN",1,9999,9,0.5625,1,0.125,8,0,1,1,1,1,1,0,1,1,1,0
191,"100",347,"TRUE","UKRN01","Full-time","No","","3","Year 1","","","BSc Psychology","Yes","Female",2,2,2,2,2,-2,2,-2,2,2,2,2,2,-2,2,-2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2,2,2,0,0,0,-1,-1,0,NA,"",0,0,0,"No",1,"UKRN",1,9999,16,1,4,0.5,8,2,1,1,1,1,1,0,1,1,1,0
192,"100",405,"TRUE","UKRN01","Full-time","Yes","","4","Year 2","","","BSc Psychology","Yes","Female",1,2,1,1,0,1,2,0,1,1,1,1,1,1,0,-1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,2,1,2,0,-1,0,1,1,1,1,"That lots of studies that have previously been done, when repeated the effect has not been significant or as strong as originally proposed.",0,0,1,"",1,"UKRN",1,1,13,0.8125,6,0.75,6,0,1,1,1,1,1,1,1,1,1,1
193,"100",343,"TRUE","UKRN01","Full-time","Yes","","4","Placement Year","","","Psychology BSc","No","female",2,1,-1,-1,1,1,2,-1,-1,-1,2,1,1,1,0,-1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,-1,-1,-1,1,1,1,1,"results could not be replicated because of time changes and different contexts",0,0,1,"This was good to make sure I am up to data with research method knowledge and see where I lack",1,"UKRN",1,1,6,0.375,2,0.25,4,1,1,1,1,1,1,1,1,1,1,1
194,"100",440,"TRUE","UKRN01","Full-time","Yes","","4","Year 1","","","Bsc Psychology","Yes","Female",2,2,-1,2,1,1,2,1,2,2,1,2,1,-1,-2,-1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,2,1,2,-2,-1,-1,2,1,0,NA,"",0,0,1,"",1,"UKRN",1,9999,14,0.875,4,0.5,3,2,1,1,1,1,1,0,1,1,1,0
195,"100",627,"TRUE","UKRN01","Full-time","Yes","","4","Year 2","","","Psychology","Yes","Female",2,1,1,1,1,1,2,2,1,1,0,2,1,1,-1,-1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,"I'm not entirely sure, it gets mentioned but never gets explained",0,0,1,"",1,"UKRN",1,0,15,0.9375,6,0.75,3,1,1,1,1,1,1,1,1,1,1,1
196,"100",535,"TRUE","UKRN01","Full-time","Yes","","4","Placement Year","","","BSc Psychology","Yes","Female",2,2,1,2,2,2,2,1,1,-2,1,2,1,1,-1,-1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,2,1,1,-1,-1,-1,1,1,1,1,"when studies are unable to replicate and find the same results as the previous study - lack of reliability ",0,0,1,"",1,"UKRN",1,1,16,1,3,0.375,6,0,1,1,1,1,1,1,1,1,1,1
197,"100",532,"TRUE","UKRN01","Full-time","Yes","","4","Year 1","","","Psychology Bcs","Yes","female",2,2,0,-1,2,0,1,1,-1,1,1,2,0,-1,-1,-1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,-1,-1,-2,-1,1,0,1,0,NA,"",0,0,1,"",1,"UKRN",1,9999,7,0.4375,-2,-0.25,6,3,1,1,1,1,1,0,1,1,1,0
198,"100",315,"TRUE","UKRN01","Full-time","Yes","","4","Year 1","","","BSc psychology","Yes","Female",2,-1,2,2,2,2,2,1,2,-2,-1,2,-1,-2,2,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,2,1,-1,-2,1,2,1,1,0,NA,"",0,0,1,"",1,"UKRN",1,9999,13,0.8125,5,0.625,5,3,1,1,1,1,1,0,1,1,1,0
199,"100",712,"TRUE","UKRN01","Full-time","Yes","","4","Year 1","","","Psychology BSc","Yes","female",0,1,1,2,-1,0,1,1,2,2,1,2,1,-1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,-1,-1,-1,0,1,1,1,"where people don't give enough information to other researchers to be able to replicate the study accurately",0,0,1,"",1,"UKRN",1,1,13,0.8125,0,0,5,3,1,1,1,1,1,1,1,1,1,1
200,"100",452,"TRUE","UKRN01","Full-time","Yes","","4","Year 2","","","psychology","Yes","female",1,2,1,0,1,1,1,1,2,1,1,2,1,0,0,-1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,1,1,-1,0,0,1,0,NA,"",0,0,1,"",1,"UKRN",1,9999,14,0.875,5,0.625,3,1,1,1,1,1,1,0,1,1,1,0
201,"100",258,"TRUE","UKRN01","Full-time","Yes","","4","Year 2","","","Psychology BSc","Yes","Male",2,1,2,-2,2,1,1,0,1,-2,2,-2,2,-1,-1,-1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,2,2,2,1,1,1,2,1,1,"studies are failing to be replicated to increase their validity ",1,1,1,"",1,"UKRN",1,1,5,0.3125,12,1.5,4,6,1,1,1,1,1,1,1,1,1,1
202,"100",303,"TRUE","UKRN01","Full-time","Yes","","4","Year 1","","","BSc psychology","Yes","female",0,2,0,2,2,2,1,-1,2,2,2,2,1,0,-1,-2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,2,2,2,-2,-1,1,0,2,0,NA,"",1,0,1,"",1,"UKRN",1,9999,14,0.875,6,0.75,3,2,1,1,1,1,1,0,1,1,1,0
203,"100",1074,"TRUE","UKRN01","Full-time","No","","3","Year 1","","","Psychology Bsc","Yes","Female",2,1,2,1,1,0,2,0,1,1,1,2,-2,2,-1,-2,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,-1,2,0,-2,-1,-1,1,1,1,1,"When there are not enough replication studies conducted",0,0,1,"",1,"UKRN",1,0,11,0.6875,-1,-0.125,5,2,1,1,1,1,1,1,1,1,1,1
204,"100",411,"TRUE","UKRN01","Full-time","No","","3","Year 1","","","Psychology ","No","female",1,-1,0,0,0,0,1,0,0,-1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,-1,-1,-1,0,-1,-1,1,0,0,NA,"",0,0,1,"",1,"UKRN",1,9999,4,0.25,-4,-0.5,5,3,1,1,1,1,1,0,1,1,1,0
205,"100",295,"TRUE","UKRN01","Full-time","Yes","","4","Year 1","","","Psychology Bsc","Yes","Female ",2,2,2,-1,0,1,-1,1,0,1,1,2,-1,1,-1,-1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,-1,-2,1,0,0,1,0,"Psycbologists replicate their research until they find a desired result ",1,0,1,"",1,"UKRN",1,0,8,0.5,-1,-0.125,6,2,1,1,1,1,1,1,1,1,1,1
206,"100",334,"TRUE","UKRN01","Full-time","Yes","","4","Year 1","","","BSc Psychology with placement","Yes","Female",2,1,1,-1,1,-1,1,1,1,0,1,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,1,1,0,0,NA,"",0,0,1,"",1,"UKRN",1,9999,12,0.75,6,0.75,1,0,1,1,1,1,1,0,1,1,1,0
207,"100",616,"TRUE","UKRN01","Full-time","Yes","","4","Year 1","","","BSc Psychology","Yes","Female",2,1,1,0,1,0,0,1,-1,-1,1,2,1,1,-1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,2,1,0,-2,-1,-1,2,2,0,NA,"",0,0,1,"",1,"UKRN",1,9999,8,0.5,3,0.375,8,4,1,1,1,1,1,0,1,1,1,0
208,"100",322,"TRUE","UKRN01","Full-time","Yes","","4","Year 2","","","Psychology","Yes","Female",1,1,1,0,1,1,2,1,-2,1,1,2,-1,2,-1,-1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,-2,-2,-2,1,1,1,1,"Lots of experiments that were presented with significant results have been replicated but found to have non-significant results",0,0,1,"",1,"UKRN",1,1,9,0.5625,-1,-0.125,4,3,1,1,1,1,1,1,1,1,1,1
209,"100",274,"TRUE","UKRN01","Full-time","Yes","","4","Year 2","","","BSc Psychology","Yes","Male",2,0,1,-2,-1,0,2,2,1,-1,2,-1,0,-2,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,2,1,-1,1,2,-1,1,-1,1,1,"In current times, replications of older studies do not yield the same results",0,0,1,"",1,"UKRN",1,1,4,0.25,4,0.5,7,1,1,1,1,1,1,1,1,1,1,1
210,"100",393,"TRUE","UKRN01","Full-time","No","","3","Year 1","","","Psychology ","Yes","Female",2,1,-1,0,1,0,1,0,-1,-1,1,0,0,-1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,2,1,0,-1,-1,-1,0,0,0,NA,"",0,0,1,"",1,"UKRN",1,9999,3,0.1875,0,0,4,3,1,1,1,1,1,0,1,1,1,0
211,"100",304,"TRUE","UKRN01","Full-time","Yes","","4","Year 2","","","Psychology BSc","Yes","Female",2,2,2,1,2,1,2,1,1,-1,1,2,1,1,-1,2,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,-1,1,1,0,1,1,1,0,1,1,"Where a significant number of studies from previous decades are being replicated today, and a large number of them are not producing the same results anymore. ",0,1,1,"",1,"UKRN",1,1,19,1.1875,4,0.5,4,4,1,1,1,1,1,1,1,1,1,1
212,"100",750,"TRUE","UKRN01","Full-time","Yes","","4","Year 1","","","BSc Psychology","Yes","female",1,1,1,0,1,1,2,1,0,-1,1,2,0,-1,-1,-1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,-1,1,-1,-1,-1,0,1,0,0,NA,"",0,0,0,"",1,"UKRN",1,9999,7,0.4375,-2,-0.25,7,1,1,1,1,1,1,0,1,1,1,0
213,"100",596,"TRUE","UKRN01","Full-time","Yes","","4","Year 1","","","Psychology BSc (Hons)","Yes","Female",1,1,0,1,1,1,1,0,1,1,1,2,-1,1,-1,-1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,-1,0,1,0,1,0,NA,"",0,0,0,"",1,"UKRN",1,9999,9,0.5625,3,0.375,2,0,1,1,1,1,1,0,1,1,1,0
214,"100",295,"TRUE","UKRN01","Full-time","No","","3","Year 2","","","psychology ","Yes","female ",2,2,1,0,1,0,1,-1,1,1,2,2,1,-1,-2,-1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,-1,-1,0,1,1,0,NA,"",1,1,1,"",1,"UKRN",1,9999,9,0.5625,2,0.25,1,4,1,1,1,1,1,0,1,1,1,0
215,"100",500,"TRUE","UKRN01","Full-time","Yes","","4","Year 2","","","Psychology ","Yes","Male ",1,0,1,-2,0,1,2,-1,1,-1,1,-2,1,0,1,-2,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,-1,0,1,-1,2,-1,0,0,NA,"",0,0,0,"",1,"UKRN",1,9999,1,0.0625,1,0.125,5,3,1,1,1,1,1,0,1,1,1,0
216,"100",499,"TRUE","UKRN01","Full-time","No","","3","Year 1","","","psychology","No","female",1,2,0,2,1,2,1,1,1,1,1,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,1,-1,0,-1,1,1,0,NA,"",0,0,1,"",1,"UKRN",1,9999,16,1,5,0.625,2,0,1,1,1,1,1,0,1,1,1,0
217,"100",1092,"TRUE","UKRN01","Full-time","Yes","","4","Year 1","","","Psychology BSc","Yes","Female",2,2,1,-2,0,0,1,0,1,-1,2,2,0,2,-1,-1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,-1,-1,1,1,-1,0,NA,"",0,0,0,"",1,"UKRN",1,9999,8,0.5,1,0.125,4,1,1,1,1,1,1,0,1,1,1,0
218,"100",829,"TRUE","UKRN01","Full-time","Yes","","4","Year 2","","","BSc Psychology","Yes","Female",2,2,1,1,1,1,1,-1,1,1,2,2,1,1,0,-2,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,2,1,1,-1,-2,1,1,1,1,1,"Lots of research hasn't been successfully replicated",0,1,1,"",1,"UKRN",1,1,14,0.875,4,0.5,5,5,1,1,1,1,1,1,1,1,1,1
219,"100",331,"TRUE","UKRN01","Full-time","Yes","","4","Year 2","","","Psychology ","Yes","Female",1,1,1,-1,-1,0,-1,1,1,-1,1,2,0,2,-1,-1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,-1,-2,1,1,1,1,1,"A common issue in psychology where studies are made non-replicable for whatever reason e.g. sampling methods meaning that it is hard for other researchers to test the original studies' validity.",0,0,0,"",1,"UKRN",1,0,4,0.25,3,0.375,3,1,1,1,1,1,1,1,1,1,1,1
220,"100",426,"TRUE","UKRN01","Full-time","Yes","","4","Year 1","","","BSc Psychology ","Yes","Female",1,1,1,1,1,1,1,1,2,0,0,1,0,1,0,-1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,-1,-1,1,0,1,1,0,"Issues Associated With Researchers Copying Other Research And Claiming It As Their Own",0,0,1,"Pretty Cool",1,"UKRN",1,0,11,0.6875,3,0.375,6,3,1,1,1,1,1,1,1,1,1,1
221,"100",672,"TRUE","UKRN01","Full-time","Yes","","4","Year 1","","","Psychology","Yes","female",2,2,1,0,0,0,1,0,1,0,1,2,1,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,1,-1,0,1,0,0,1,1,"not having enough information to replicate a study and confirm its results",0,0,1,"no",1,"UKRN",1,1,10,0.625,5,0.625,0,8,1,1,1,1,1,1,1,1,1,1
222,"100",463,"TRUE","UKRN01","Full-time","Yes","","3","Placement Year","","","Psychology","Yes","Female",1,2,2,1,0,0,1,0,1,-2,2,2,2,2,1,-1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,-1,-1,0,1,1,1,1,"The movement in social psychology due to previous studies not being replicable ",0,0,0,"",1,"UKRN",1,1,14,0.875,2,0.25,3,2,1,1,1,1,1,1,1,1,1,1
223,"100",363,"TRUE","UKRN01","Full-time","Yes","","4","Year 1","","","Psychology BSc","Yes","Female",1,1,0,1,0,0,1,1,0,0,1,2,0,1,-1,-1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,2,2,1,-2,-1,0,1,1,0,NA,"",0,0,1,"",1,"UKRN",1,9999,7,0.4375,4,0.5,3,5,1,1,1,1,1,0,1,1,1,0
224,"100",708,"TRUE","UKRN01","Full-time","Yes","","4","Year 1","","","BSc Psychology","No","Male",1,2,1,2,1,0,1,-1,0,2,1,1,0,-1,1,-1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,-1,2,-1,-1,1,1,1,0,NA,"",0,1,1,"",1,"UKRN",1,9999,10,0.625,3,0.375,8,0,1,1,1,1,1,0,1,1,1,0
225,"100",407,"TRUE","UKRN01","Full-time","No","","3","Year 2","","","Psychology BSc","Yes","Female",1,2,2,-1,1,2,2,2,-2,-1,1,1,0,-1,-1,-1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,-2,-1,-2,0,0,0,NA,"",0,0,1,"",1,"UKRN",1,9999,7,0.4375,-2,-0.25,6,4,1,1,1,1,1,0,1,1,1,0
226,"100",369,"TRUE","UKRN01","Full-time","Yes","","4","Year 2","","","Psychology","Yes","f",-2,-1,1,-2,-2,-2,2,1,-1,1,2,1,2,1,-2,-2,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,2,-1,-2,-2,-2,-2,2,-1,0,NA,"",0,0,1,"",1,"UKRN",1,9999,-3,-0.1875,-6,-0.75,2,3,1,1,1,1,1,0,1,1,1,0
227,"100",668,"TRUE","UKRN01","Full-time","Yes","","4","Year 2","","","BSc Psychology","Yes","female",2,2,1,2,1,2,2,1,1,-2,1,-2,-2,2,-1,-1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,2,1,1,2,-1,-1,0,1,0,NA,"",1,0,1,"",1,"UKRN",1,9999,9,0.5625,5,0.625,2,5,1,1,1,1,1,0,1,1,1,0
228,"100",341,"TRUE","UKRN01","Full-time","Yes","","4","Year 2","","","Psychology","Yes","Female",2,1,1,-1,1,2,2,-1,2,2,2,2,1,1,2,-1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,1,0,-1,0,1,1,0,NA,"",0,0,1,"",1,"UKRN",1,9999,18,1.125,6,0.75,2,0,1,1,1,1,1,0,1,1,1,0
229,"100",468,"TRUE","UKRN01","Full-time","Yes","","4","Year 1","","","Psychology BSc","Yes","Female ",1,1,0,1,1,0,0,-1,-1,-1,1,2,0,-1,-1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,-1,-1,0,1,0,0,NA,"",0,0,1,"",1,"UKRN",1,9999,3,0.1875,2,0.25,4,4,1,1,1,1,1,0,1,1,1,0
230,"100",364,"TRUE","UKRN01","Full-time","Yes","","4","Placement Year","","","BSc Psychology","Yes","Female",1,1,1,0,1,0,1,0,-1,0,1,2,1,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,-1,1,1,-1,1,1,"Inability to replicate/reproduce the same results of previous research, including classic/well known research",0,0,1,"",1,"UKRN",1,1,9,0.5625,3,0.375,0,0,1,1,1,1,1,1,1,1,1,1
231,"100",4998,"TRUE","UKRN01","Full-time","Yes","","4","Year 1","","","BSc Psychology ","Yes","Female",2,1,1,1,2,1,-1,-1,1,-2,2,2,0,2,-1,-2,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,2,2,1,-1,-1,1,1,-1,0,NA,"",0,0,1,"",1,"UKRN",1,9999,8,0.5,4,0.5,3,2,1,1,1,1,1,0,1,1,1,0
232,"100",456,"TRUE","UKRN01","Full-time","Yes","","4","Placement Year","","","Psychology BSc","Yes","Female",1,2,1,1,1,1,2,2,-1,-2,1,2,1,2,-1,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,1,1,-1,-1,1,1,1,0,NA,"",0,0,1,"",1,"UKRN",1,9999,12,0.75,5,0.625,2,1,1,1,1,1,1,0,1,1,1,0
233,"100",438,"TRUE","UKRN01","Full-time","Yes","","4","Year 2","","","Psychology","Yes","female",2,1,1,1,0,1,1,1,1,-1,1,1,0,1,1,-1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,"Many studies have shown a significant effect but there is lack of replication of those studies, many studies cannot be reproduced",0,0,1,"",1,"UKRN",1,1,11,0.6875,6,0.75,4,4,1,1,1,1,1,1,1,1,1,1
234,"100",857,"TRUE","UKRN01","Full-time","Yes","","4","Year 1","","","BSc Psychology","Yes","Female",1,1,0,-1,1,-1,-1,-1,1,-1,2,1,0,-1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,-1,-1,0,1,1,1,1,1,"Researchers find it difficult to replicate research ",0,0,1,"",1,"UKRN",1,0,3,0.1875,3,0.375,3,1,1,1,1,1,1,1,1,1,1,1
235,"100",337,"TRUE","UKRN01","Full-time","No","","3","Year 2","","","Psychology","Yes","female",2,0,1,0,1,0,1,0,1,-2,1,-1,0,-1,2,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,-2,1,1,-1,0,1,-2,1,0,NA,"",1,0,1,"",1,"UKRN",1,9999,5,0.3125,-1,-0.125,7,1,1,1,1,1,1,0,1,1,1,0
236,"100",507,"TRUE","UKRN01","Full-time","Yes","","4","Placement Year","","","Psychology","Yes","Female",2,2,2,0,1,0,2,2,2,0,1,1,0,1,-1,-1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,2,-2,-1,0,1,0,1,0,"Many studies in psychological research are difficult or impossible to replicate",1,0,1,"",1,"UKRN",1,0,14,0.875,2,0.25,3,3,1,1,1,1,1,1,1,1,1,1
237,"100",278,"TRUE","UKRN01","Full-time","Yes","","4","Year 1","","","Bsc Psychology","Yes","Female ",2,1,1,2,1,0,2,0,1,0,0,2,1,0,-1,-2,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,-2,-2,0,0,1,0,NA,"",0,0,1,"",1,"UKRN",1,9999,10,0.625,-2,-0.25,5,1,1,1,1,1,1,0,1,1,1,0
238,"100",429,"TRUE","UKRN01","Full-time","Yes","","4","Year 2","","","Psychology ","No","Female",2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,2,2,2,2,0,2,2,2,1,1,"In social sciences many of the classical studies and their associated effects has been found to be non significant in a mass replication. ",1,1,1,"",1,"UKRN",1,1,25,1.5625,14,1.75,6,2,1,1,1,1,1,1,1,1,1,1
239,"100",352,"TRUE","UKRN01","Full-time","Yes","","4","Year 2","","","Psychology","Yes","Male",2,2,2,2,1,2,2,2,2,2,2,2,1,2,-1,-1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,2,2,2,2,1,2,2,2,1,1,"Historical social science significant findings have not been able to be replicated with recent attempts, questioning the validity of the results and of social science as a whole",1,1,1,"no",1,"UKRN",1,1,24,1.5,15,1.875,8,4,1,1,1,1,1,1,1,1,1,1
